model_key,ground_truth_species,predicted_species,count
gemini_flash_lite,Acer negundo,Populus tremuloides,1
gemini_flash_lite,Acer nigrum,Acer negundo,1
gemini_flash_lite,Acer nigrum,Acer platanoides,1
gemini_flash_lite,Acer platanoides,Acer negundo,1
gemini_flash_lite,Acer platanoides,Acer saccharinum,1
gemini_flash_lite,Acer platanoides,Carpinus caroliniana,1
gemini_flash_lite,Acer platanoides,Carya laciniosa,1
gemini_flash_lite,Acer platanoides,Quercus alba,1
gemini_flash_lite,Acer rubrum,Cercis canadensis,1
gemini_flash_lite,Acer rubrum,Hamamelis virginiana,1
gemini_flash_lite,Acer rubrum,Platanus occidentalis,1
gemini_flash_lite,Acer rubrum,Pyrus calleryana,1
gemini_flash_lite,Acer rubrum,Sambucus nigra,1
gemini_flash_lite,Acer saccharinum,Acer negundo,1
gemini_flash_lite,Acer saccharinum,Carpinus caroliniana,1
gemini_flash_lite,Acer saccharinum,Ostrya virginiana,1
gemini_flash_lite,Acer saccharinum,Quercus rubra,1
gemini_flash_lite,Acer saccharum,Acer saccharinum,1
gemini_flash_lite,Acer saccharum,Carya laciniosa,1
gemini_flash_lite,Acer saccharum,Gleditsia triacanthos,1
gemini_flash_lite,Acer saccharum,Lindera benzoin,1
gemini_flash_lite,Acer saccharum,Ulmus americana,1
gemini_flash_lite,Aesculus glabra,Cornus sericea,1
gemini_flash_lite,Aesculus glabra,Fraxinus americana,1
gemini_flash_lite,Aesculus glabra,Quercus alba,1
gemini_flash_lite,Aesculus hippocastanum,Carpinus caroliniana,1
gemini_flash_lite,Aesculus hippocastanum,Ostrya virginiana,1
gemini_flash_lite,Aesculus hippocastanum,Ulmus rubra,1
gemini_flash_lite,Ailanthus altissima,Acer negundo,1
gemini_flash_lite,Ailanthus altissima,Gleditsia triacanthos,1
gemini_flash_lite,Ailanthus altissima,Lindera benzoin,1
gemini_flash_lite,Ailanthus altissima,Lonicera morrowii,1
gemini_flash_lite,Amelanchier arborea,Hamamelis virginiana,1
gemini_flash_lite,Amelanchier arborea,Ostrya virginiana,1
gemini_flash_lite,Amelanchier arborea,Sorbus americana,1
gemini_flash_lite,Betula lenta,Prunus serotina,1
gemini_flash_lite,Carpinus caroliniana,Acer saccharum,1
gemini_flash_lite,Carpinus caroliniana,Betula papyrifera,1
gemini_flash_lite,Carpinus caroliniana,Lindera benzoin,1
gemini_flash_lite,Carpinus caroliniana,Lonicera morrowii,1
gemini_flash_lite,Carpinus caroliniana,Populus tremuloides,1
gemini_flash_lite,Carpinus caroliniana,Staphylea trifolia,1
gemini_flash_lite,Carya cordiformis,Aesculus hippocastanum,1
gemini_flash_lite,Carya cordiformis,Gleditsia triacanthos,1
gemini_flash_lite,Carya cordiformis,Ostrya virginiana,1
gemini_flash_lite,Carya cordiformis,Platanus occidentalis,1
gemini_flash_lite,Carya cordiformis,Quercus alba,1
gemini_flash_lite,Carya laciniosa,Ailanthus altissima,1
gemini_flash_lite,Carya laciniosa,Gymnocladus dioicus,1
gemini_flash_lite,Carya laciniosa,Lonicera morrowii,1
gemini_flash_lite,Carya laciniosa,Magnolia acuminata,1
gemini_flash_lite,Carya laciniosa,Quercus alba,1
gemini_flash_lite,Carya laciniosa,Rhus glabra,1
gemini_flash_lite,Carya ovata,Aesculus hippocastanum,1
gemini_flash_lite,Carya ovata,Carpinus caroliniana,1
gemini_flash_lite,Carya ovata,Fraxinus americana,1
gemini_flash_lite,Carya ovata,Rhus glabra,1
gemini_flash_lite,Carya ovata,Ulmus rubra,1
gemini_flash_lite,Castanea dentata,Magnolia acuminata,1
gemini_flash_lite,Castanea dentata,Ostrya virginiana,1
gemini_flash_lite,Celtis occidentalis,Ailanthus altissima,1
gemini_flash_lite,Celtis occidentalis,Cercis canadensis,1
gemini_flash_lite,Celtis occidentalis,Ulmus rubra,1
gemini_flash_lite,Cephalanthus occidentalis,Lindera benzoin,1
gemini_flash_lite,Cephalanthus occidentalis,Platanus occidentalis,1
gemini_flash_lite,Cephalanthus occidentalis,Robinia pseudoacacia,1
gemini_flash_lite,Cephalanthus occidentalis,Salix nigra,1
gemini_flash_lite,Cercis canadensis,Quercus alba,1
gemini_flash_lite,Cornus amomum,Acer rubrum,1
gemini_flash_lite,Cornus amomum,Acer saccharum,1
gemini_flash_lite,Cornus amomum,Carpinus caroliniana,1
gemini_flash_lite,Cornus amomum,Cornus racemosa,1
gemini_flash_lite,Cornus amomum,Cornus sericea,1
gemini_flash_lite,Cornus amomum,Lonicera morrowii,1
gemini_flash_lite,Cornus florida,Ailanthus altissima,1
gemini_flash_lite,Cornus florida,Ilex verticillata,1
gemini_flash_lite,Cornus florida,Magnolia acuminata,1
gemini_flash_lite,Cornus florida,Ostrya virginiana,1
gemini_flash_lite,Cornus florida,Quercus alba,1
gemini_flash_lite,Cornus racemosa,Carya ovata,1
gemini_flash_lite,Cornus racemosa,Cornus florida,1
gemini_flash_lite,Cornus racemosa,Lindera benzoin,1
gemini_flash_lite,Cornus racemosa,Prunus serotina,1
gemini_flash_lite,Cornus racemosa,Sambucus nigra,1
gemini_flash_lite,Cornus sericea,Acer rubrum,1
gemini_flash_lite,Cornus sericea,Carpinus caroliniana,1
gemini_flash_lite,Cornus sericea,Prunus serotina,1
gemini_flash_lite,Dirca palustris,Acer saccharum,1
gemini_flash_lite,Dirca palustris,Carpinus caroliniana,1
gemini_flash_lite,Fagus grandifolia,Acer negundo,1
gemini_flash_lite,Fagus grandifolia,Aesculus hippocastanum,1
gemini_flash_lite,Fagus grandifolia,Ostrya virginiana,1
gemini_flash_lite,Fagus grandifolia,Platanus occidentalis,1
gemini_flash_lite,Fraxinus americana,Gymnocladus dioicus,1
gemini_flash_lite,Fraxinus americana,Magnolia acuminata,1
gemini_flash_lite,Fraxinus americana,Salix nigra,1
gemini_flash_lite,Fraxinus americana,Ulmus americana,1
gemini_flash_lite,Fraxinus americana,Ulmus rubra,1
gemini_flash_lite,Fraxinus pennsylvanica,Acer saccharum,1
gemini_flash_lite,Fraxinus pennsylvanica,Carya laciniosa,1
gemini_flash_lite,Fraxinus pennsylvanica,Gleditsia triacanthos,1
gemini_flash_lite,Fraxinus pennsylvanica,Gymnocladus dioicus,1
gemini_flash_lite,Fraxinus pennsylvanica,Ostrya virginiana,1
gemini_flash_lite,Fraxinus pennsylvanica,Ulmus rubra,1
gemini_flash_lite,Fraxinus quadrangulata,Acer negundo,1
gemini_flash_lite,Fraxinus quadrangulata,Betula papyrifera,1
gemini_flash_lite,Fraxinus quadrangulata,Cornus racemosa,1
gemini_flash_lite,Ginkgo biloba,Juniperus communis,1
gemini_flash_lite,Ginkgo biloba,Lindera benzoin,1
gemini_flash_lite,Ginkgo biloba,Picea glauca,1
gemini_flash_lite,Ginkgo biloba,Populus tremuloides,1
gemini_flash_lite,Ginkgo biloba,Prunus serotina,1
gemini_flash_lite,Ginkgo biloba,Prunus virginiana,1
gemini_flash_lite,Gleditsia triacanthos,Ailanthus altissima,1
gemini_flash_lite,Gleditsia triacanthos,Carpinus caroliniana,1
gemini_flash_lite,Gleditsia triacanthos,Carya laciniosa,1
gemini_flash_lite,Gleditsia triacanthos,Fraxinus americana,1
gemini_flash_lite,Gleditsia triacanthos,Gymnocladus dioicus,1
gemini_flash_lite,Gymnocladus dioicus,Fraxinus americana,1
gemini_flash_lite,Gymnocladus dioicus,Ostrya virginiana,1
gemini_flash_lite,Hamamelis virginiana,Carya laciniosa,1
gemini_flash_lite,Hamamelis virginiana,Ostrya virginiana,1
gemini_flash_lite,Hamamelis virginiana,Quercus alba,1
gemini_flash_lite,Ilex verticillata,Lindera benzoin,1
gemini_flash_lite,Ilex verticillata,Rhus glabra,1
gemini_flash_lite,Juglans cinerea,Ailanthus altissima,1
gemini_flash_lite,Juglans cinerea,Fraxinus americana,1
gemini_flash_lite,Juglans cinerea,Gymnocladus dioicus,1
gemini_flash_lite,Juglans cinerea,Lonicera morrowii,1
gemini_flash_lite,Juglans cinerea,Pinus strobus,1
gemini_flash_lite,Juglans cinerea,Sassafras albidum,1
gemini_flash_lite,Juglans cinerea,Sorbus americana,1
gemini_flash_lite,Juglans cinerea,Ulmus rubra,1
gemini_flash_lite,Juglans nigra,Amelanchier arborea,1
gemini_flash_lite,Juglans nigra,Quercus alba,1
gemini_flash_lite,Juglans nigra,Robinia pseudoacacia,1
gemini_flash_lite,Juglans nigra,Ulmus rubra,1
gemini_flash_lite,Juniperus virginiana,Juniperus communis,1
gemini_flash_lite,Lindera benzoin,Amelanchier arborea,1
gemini_flash_lite,Lindera benzoin,Fraxinus americana,1
gemini_flash_lite,Lindera benzoin,Hamamelis virginiana,1
gemini_flash_lite,Lindera benzoin,Magnolia acuminata,1
gemini_flash_lite,Lindera benzoin,Sambucus nigra,1
gemini_flash_lite,Lonicera morrowii,Carpinus caroliniana,1
gemini_flash_lite,Lonicera morrowii,Sambucus nigra,1
gemini_flash_lite,Magnolia acuminata,Ilex verticillata,1
gemini_flash_lite,Magnolia acuminata,Ostrya virginiana,1
gemini_flash_lite,Magnolia acuminata,Quercus alba,1
gemini_flash_lite,Nyssa sylvatica,Acer negundo,1
gemini_flash_lite,Nyssa sylvatica,Acer rubrum,1
gemini_flash_lite,Nyssa sylvatica,Acer saccharum,1
gemini_flash_lite,Nyssa sylvatica,Amelanchier arborea,1
gemini_flash_lite,Nyssa sylvatica,Cephalanthus occidentalis,1
gemini_flash_lite,Nyssa sylvatica,Cornus florida,1
gemini_flash_lite,Nyssa sylvatica,Fraxinus americana,1
gemini_flash_lite,Nyssa sylvatica,Lonicera morrowii,1
gemini_flash_lite,Nyssa sylvatica,Pyrus calleryana,1
gemini_flash_lite,Nyssa sylvatica,Quercus muehlenbergii,1
gemini_flash_lite,Nyssa sylvatica,Quercus rubra,1
gemini_flash_lite,Nyssa sylvatica,Toxicodendron radicans,1
gemini_flash_lite,Ostrya virginiana,Betula lenta,1
gemini_flash_lite,Ostrya virginiana,Lonicera morrowii,1
gemini_flash_lite,Picea mariana,Picea glauca,1
gemini_flash_lite,Pinus strobus,Acer saccharum,1
gemini_flash_lite,Pinus strobus,Juniperus virginiana,1
gemini_flash_lite,Pinus strobus,Picea glauca,1
gemini_flash_lite,Pinus strobus,Thuja occidentalis,1
gemini_flash_lite,Platanus occidentalis,Acer rubrum,1
gemini_flash_lite,Platanus occidentalis,Acer saccharum,1
gemini_flash_lite,Platanus occidentalis,Betula lenta,1
gemini_flash_lite,Platanus occidentalis,Populus tremuloides,1
gemini_flash_lite,Populus deltoides,Ginkgo biloba,1
gemini_flash_lite,Populus deltoides,Juglans nigra,1
gemini_flash_lite,Populus deltoides,Ostrya virginiana,1
gemini_flash_lite,Populus deltoides,Ulmus rubra,1
gemini_flash_lite,Populus grandidentata,Ailanthus altissima,1
gemini_flash_lite,Populus grandidentata,Carpinus caroliniana,1
gemini_flash_lite,Populus grandidentata,Ostrya virginiana,1
gemini_flash_lite,Populus tremuloides,Carpinus caroliniana,1
gemini_flash_lite,Prunus pensylvanica,Castanea dentata,1
gemini_flash_lite,Prunus pensylvanica,Ulmus rubra,1
gemini_flash_lite,Prunus serotina,Quercus alba,1
gemini_flash_lite,Prunus virginiana,Carpinus caroliniana,1
gemini_flash_lite,Prunus virginiana,Lonicera morrowii,1
gemini_flash_lite,Prunus virginiana,Prunus serotina,1
gemini_flash_lite,Prunus virginiana,Sambucus nigra,1
gemini_flash_lite,Pyrus calleryana,Amelanchier arborea,1
gemini_flash_lite,Pyrus calleryana,Celtis occidentalis,1
gemini_flash_lite,Pyrus calleryana,Cephalanthus occidentalis,1
gemini_flash_lite,Pyrus calleryana,Gleditsia triacanthos,1
gemini_flash_lite,Pyrus calleryana,Juglans nigra,1
gemini_flash_lite,Pyrus calleryana,Ostrya virginiana,1
gemini_flash_lite,Pyrus calleryana,Prunus pensylvanica,1
gemini_flash_lite,Pyrus calleryana,Quercus alba,1
gemini_flash_lite,Pyrus calleryana,Rhus glabra,1
gemini_flash_lite,Pyrus calleryana,Toxicodendron radicans,1
gemini_flash_lite,Pyrus calleryana,Zanthoxylum americanum,1
gemini_flash_lite,Quercus alba,Carpinus caroliniana,1
gemini_flash_lite,Quercus alba,Cephalanthus occidentalis,1
gemini_flash_lite,Quercus alba,Gleditsia triacanthos,1
gemini_flash_lite,Quercus alba,Juglans nigra,1
gemini_flash_lite,Quercus alba,Lonicera morrowii,1
gemini_flash_lite,Quercus bicolor,Lonicera morrowii,1
gemini_flash_lite,Quercus bicolor,Ostrya virginiana,1
gemini_flash_lite,Quercus macrocarpa,Ailanthus altissima,1
gemini_flash_lite,Quercus macrocarpa,Carpinus caroliniana,1
gemini_flash_lite,Quercus macrocarpa,Populus tremuloides,1
gemini_flash_lite,Quercus muehlenbergii,Carpinus caroliniana,1
gemini_flash_lite,Quercus muehlenbergii,Carya laciniosa,1
gemini_flash_lite,Quercus muehlenbergii,Ostrya virginiana,1
gemini_flash_lite,Quercus palustris,Magnolia acuminata,1
gemini_flash_lite,Quercus rubra,Carpinus caroliniana,1
gemini_flash_lite,Quercus rubra,Ostrya virginiana,1
gemini_flash_lite,Quercus rubra,Rhus glabra,1
gemini_flash_lite,Quercus rubra,Toxicodendron radicans,1
gemini_flash_lite,Quercus velutina,Fraxinus americana,1
gemini_flash_lite,Quercus velutina,Juglans nigra,1
gemini_flash_lite,Quercus velutina,Lonicera morrowii,1
gemini_flash_lite,Quercus velutina,Magnolia acuminata,1
gemini_flash_lite,Rhus aromatica,Cephalanthus occidentalis,1
gemini_flash_lite,Rhus aromatica,Lindera benzoin,1
gemini_flash_lite,Rhus aromatica,Lonicera morrowii,1
gemini_flash_lite,Rhus aromatica,Rhus glabra,1
gemini_flash_lite,Rhus aromatica,Sambucus nigra,1
gemini_flash_lite,Rhus copallinum,Carpinus caroliniana,1
gemini_flash_lite,Rhus copallinum,Fraxinus americana,1
gemini_flash_lite,Rhus copallinum,Gleditsia triacanthos,1
gemini_flash_lite,Rhus copallinum,Juglans nigra,1
gemini_flash_lite,Rhus copallinum,Lindera benzoin,1
gemini_flash_lite,Rhus copallinum,Magnolia acuminata,1
gemini_flash_lite,Rhus copallinum,Picea glauca,1
gemini_flash_lite,Rhus glabra,Ailanthus altissima,1
gemini_flash_lite,Rhus glabra,Fraxinus americana,1
gemini_flash_lite,Rhus glabra,Lindera benzoin,1
gemini_flash_lite,Rhus glabra,Lonicera morrowii,1
gemini_flash_lite,Rhus glabra,Ostrya virginiana,1
gemini_flash_lite,Robinia pseudoacacia,Carpinus caroliniana,1
gemini_flash_lite,Robinia pseudoacacia,Gymnocladus dioicus,1
gemini_flash_lite,Robinia pseudoacacia,Lindera benzoin,1
gemini_flash_lite,Robinia pseudoacacia,Magnolia acuminata,1
gemini_flash_lite,Robinia pseudoacacia,Ulmus rubra,1
gemini_flash_lite,Salix nigra,Carpinus caroliniana,1
gemini_flash_lite,Sambucus nigra,Cornus sericea,1
gemini_flash_lite,Sambucus nigra,Fraxinus americana,1
gemini_flash_lite,Sambucus racemosa,Ailanthus altissima,1
gemini_flash_lite,Sambucus racemosa,Carpinus caroliniana,1
gemini_flash_lite,Sambucus racemosa,Lonicera morrowii,1
gemini_flash_lite,Sassafras albidum,Acer negundo,1
gemini_flash_lite,Sassafras albidum,Ailanthus altissima,1
gemini_flash_lite,Sassafras albidum,Cornus racemosa,1
gemini_flash_lite,Sassafras albidum,Gymnocladus dioicus,1
gemini_flash_lite,Sassafras albidum,Ostrya virginiana,1
gemini_flash_lite,Sassafras albidum,Populus tremuloides,1
gemini_flash_lite,Sassafras albidum,Quercus alba,1
gemini_flash_lite,Sassafras albidum,Sambucus nigra,1
gemini_flash_lite,Sassafras albidum,Toxicodendron radicans,1
gemini_flash_lite,Sorbus americana,Pyrus calleryana,1
gemini_flash_lite,Sorbus americana,Rhus glabra,1
gemini_flash_lite,Sorbus americana,Sambucus nigra,1
gemini_flash_lite,Staphylea trifolia,Acer platanoides,1
gemini_flash_lite,Staphylea trifolia,Ailanthus altissima,1
gemini_flash_lite,Staphylea trifolia,Carpinus caroliniana,1
gemini_flash_lite,Staphylea trifolia,Cephalanthus occidentalis,1
gemini_flash_lite,Staphylea trifolia,Fraxinus americana,1
gemini_flash_lite,Staphylea trifolia,Lindera benzoin,1
gemini_flash_lite,Staphylea trifolia,Lonicera morrowii,1
gemini_flash_lite,Staphylea trifolia,Ostrya virginiana,1
gemini_flash_lite,Thuja occidentalis,Juniperus virginiana,1
gemini_flash_lite,Thuja occidentalis,Pinus strobus,1
gemini_flash_lite,Tilia americana,Amelanchier arborea,1
gemini_flash_lite,Tilia americana,Cornus sericea,1
gemini_flash_lite,Tilia americana,Lonicera morrowii,1
gemini_flash_lite,Tilia americana,Ostrya virginiana,1
gemini_flash_lite,Toxicodendron radicans,Acer saccharum,1
gemini_flash_lite,Toxicodendron radicans,Carpinus caroliniana,1
gemini_flash_lite,Toxicodendron radicans,Cephalanthus occidentalis,1
gemini_flash_lite,Toxicodendron radicans,Cornus amomum,1
gemini_flash_lite,Toxicodendron radicans,Sambucus nigra,1
gemini_flash_lite,Tsuga canadensis,Picea glauca,1
gemini_flash_lite,Tsuga canadensis,Pinus strobus,1
gemini_flash_lite,Tsuga canadensis,Thuja occidentalis,1
gemini_flash_lite,Ulmus americana,Fraxinus americana,1
gemini_flash_lite,Ulmus americana,Gleditsia triacanthos,1
gemini_flash_lite,Ulmus americana,Hamamelis virginiana,1
gemini_flash_lite,Ulmus americana,Ostrya virginiana,1
gemini_flash_lite,Ulmus americana,Platanus occidentalis,1
gemini_flash_lite,Ulmus americana,Tilia americana,1
gemini_flash_lite,Ulmus rubra,Ailanthus altissima,1
gemini_flash_lite,Ulmus rubra,Populus tremuloides,1
gemini_flash_lite,Ulmus rubra,Quercus alba,1
gemini_flash_lite,Ulmus rubra,Ulmus americana,1
gemini_flash_lite,Viburnum lantanoides,Cornus amomum,1
gemini_flash_lite,Viburnum lantanoides,Cornus racemosa,1
gemini_flash_lite,Viburnum lantanoides,Juglans nigra,1
gemini_flash_lite,Viburnum opulus,Cornus amomum,1
gemini_flash_lite,Viburnum opulus,Quercus alba,1
gemini_flash_lite,Viburnum opulus,Sambucus nigra,1
gemini_flash_lite,Yucca filamentosa,Ailanthus altissima,1
gemini_flash_lite,Yucca filamentosa,Carpinus caroliniana,1
gemini_flash_lite,Yucca filamentosa,Lindera benzoin,1
gemini_flash_lite,Yucca filamentosa,Rhus glabra,1
gemini_flash_lite,Yucca filamentosa,Staphylea trifolia,1
gemini_flash_lite,Zanthoxylum americanum,Fagus grandifolia,1
gemini_flash_lite,Zanthoxylum americanum,Lindera benzoin,1
gemini_flash_lite,Zanthoxylum americanum,Lonicera morrowii,1
gemini_flash_lite,Zanthoxylum americanum,Robinia pseudoacacia,1
gemini_flash_lite,Zanthoxylum americanum,Toxicodendron radicans,1
gpt_5_4,Carpinus caroliniana,Ostrya virginiana,18
gpt_5_4,Gleditsia triacanthos,Robinia pseudoacacia,14
gpt_5_4,Quercus bicolor,Quercus alba,14
gpt_5_4,Fraxinus pennsylvanica,Fraxinus americana,13
gpt_5_4,Quercus macrocarpa,Quercus alba,12
gpt_5_4,Quercus palustris,Quercus alba,12
gpt_5_4,Ulmus americana,Ostrya virginiana,11
gpt_5_4,Quercus palustris,Tilia americana,10
gpt_5_4,Quercus velutina,Quercus palustris,9
gpt_5_4,Rhus copallinum,Ailanthus altissima,9
gpt_5_4,Acer nigrum,Acer platanoides,8
gpt_5_4,Quercus alba,Fraxinus americana,8
gpt_5_4,Quercus palustris,Quercus rubra,8
gpt_5_4,Quercus rubra,Quercus palustris,8
gpt_5_4,Pyrus calleryana,Amelanchier arborea,7
gpt_5_4,Carpinus caroliniana,Betula lenta,6
gpt_5_4,Juniperus virginiana,Thuja occidentalis,6
gpt_5_4,Picea rubens,Picea glauca,6
gpt_5_4,Pinus resinosa,Pinus strobus,6
gpt_5_4,Quercus palustris,Gleditsia triacanthos,6
gpt_5_4,Sassafras albidum,Acer saccharum,6
gpt_5_4,Acer saccharum,Acer platanoides,5
gpt_5_4,Aesculus glabra,Aesculus hippocastanum,5
gpt_5_4,Betula alleghaniensis,Ostrya virginiana,5
gpt_5_4,Carya cordiformis,Ostrya virginiana,5
gpt_5_4,Dirca palustris,Cornus florida,5
gpt_5_4,Gymnocladus dioicus,Ailanthus altissima,5
gpt_5_4,Ilex verticillata,Lonicera morrowii,5
gpt_5_4,Pinus rigida,Pinus strobus,5
gpt_5_4,Quercus rubra,Fraxinus americana,5
gpt_5_4,Rhus copallinum,Rhus glabra,5
gpt_5_4,Sambucus racemosa,Sambucus nigra,5
gpt_5_4,Ulmus americana,Gleditsia triacanthos,5
gpt_5_4,Amelanchier arborea,Pyrus calleryana,4
gpt_5_4,Betula lenta,Ostrya virginiana,4
gpt_5_4,Carya cordiformis,Ailanthus altissima,4
gpt_5_4,Celtis occidentalis,Fraxinus americana,4
gpt_5_4,Cephalanthus occidentalis,Cornus florida,4
gpt_5_4,Dirca palustris,Lonicera morrowii,4
gpt_5_4,Fagus grandifolia,Ostrya virginiana,4
gpt_5_4,Fraxinus americana,Ailanthus altissima,4
gpt_5_4,Fraxinus americana,Gleditsia triacanthos,4
gpt_5_4,Gleditsia triacanthos,Lonicera morrowii,4
gpt_5_4,Gymnocladus dioicus,Lonicera morrowii,4
gpt_5_4,Juglans nigra,Fraxinus americana,4
gpt_5_4,Juglans nigra,Gleditsia triacanthos,4
gpt_5_4,Lindera benzoin,Cornus florida,4
gpt_5_4,Nyssa sylvatica,Lonicera morrowii,4
gpt_5_4,Populus deltoides,Populus tremuloides,4
gpt_5_4,Quercus alba,Quercus palustris,4
gpt_5_4,Quercus alba,Tilia americana,4
gpt_5_4,Quercus muehlenbergii,Ostrya virginiana,4
gpt_5_4,Quercus palustris,Quercus bicolor,4
gpt_5_4,Quercus rubra,Acer platanoides,4
gpt_5_4,Ulmus americana,Fraxinus americana,4
gpt_5_4,Ulmus rubra,Ostrya virginiana,4
gpt_5_4,Zanthoxylum americanum,Lonicera morrowii,4
gpt_5_4,Acer negundo,Fraxinus pennsylvanica,3
gpt_5_4,Acer negundo,Toxicodendron radicans,3
gpt_5_4,Ailanthus altissima,Magnolia acuminata,3
gpt_5_4,Amelanchier arborea,Cornus florida,3
gpt_5_4,Betula lenta,Fagus grandifolia,3
gpt_5_4,Carpinus caroliniana,Fagus grandifolia,3
gpt_5_4,Carya cordiformis,Fraxinus pennsylvanica,3
gpt_5_4,Cornus amomum,Cornus racemosa,3
gpt_5_4,Cornus amomum,Cornus sericea,3
gpt_5_4,Cornus racemosa,Cornus florida,3
gpt_5_4,Cornus racemosa,Lonicera morrowii,3
gpt_5_4,Dirca palustris,Lindera benzoin,3
gpt_5_4,Fagus grandifolia,Castanea dentata,3
gpt_5_4,Fraxinus pennsylvanica,Ailanthus altissima,3
gpt_5_4,Fraxinus quadrangulata,Cornus amomum,3
gpt_5_4,Fraxinus quadrangulata,Cornus florida,3
gpt_5_4,Gleditsia triacanthos,Ailanthus altissima,3
gpt_5_4,Gymnocladus dioicus,Cornus florida,3
gpt_5_4,Gymnocladus dioicus,Fraxinus americana,3
gpt_5_4,Gymnocladus dioicus,Ostrya virginiana,3
gpt_5_4,Juglans cinerea,Carya ovata,3
gpt_5_4,Juglans cinerea,Fraxinus americana,3
gpt_5_4,Juglans cinerea,Magnolia acuminata,3
gpt_5_4,Juglans cinerea,Ostrya virginiana,3
gpt_5_4,Juglans nigra,Ailanthus altissima,3
gpt_5_4,Juglans nigra,Juglans cinerea,3
gpt_5_4,Lindera benzoin,Lonicera morrowii,3
gpt_5_4,Magnolia acuminata,Tilia americana,3
gpt_5_4,Nyssa sylvatica,Cornus amomum,3
gpt_5_4,Nyssa sylvatica,Cornus florida,3
gpt_5_4,Pyrus calleryana,Fagus grandifolia,3
gpt_5_4,Pyrus calleryana,Tilia americana,3
gpt_5_4,Quercus muehlenbergii,Tilia americana,3
gpt_5_4,Quercus palustris,Fraxinus americana,3
gpt_5_4,Quercus rubra,Populus deltoides,3
gpt_5_4,Quercus rubra,Quercus alba,3
gpt_5_4,Quercus rubra,Tilia americana,3
gpt_5_4,Quercus velutina,Quercus alba,3
gpt_5_4,Quercus velutina,Quercus bicolor,3
gpt_5_4,Rhus glabra,Ailanthus altissima,3
gpt_5_4,Robinia pseudoacacia,Gleditsia triacanthos,3
gpt_5_4,Sorbus americana,Sambucus nigra,3
gpt_5_4,Tilia americana,Ostrya virginiana,3
gpt_5_4,Toxicodendron radicans,Ailanthus altissima,3
gpt_5_4,Viburnum opulus,Acer rubrum,3
gpt_5_4,Acer negundo,Acer rubrum,2
gpt_5_4,Acer negundo,Acer saccharinum,2
gpt_5_4,Acer negundo,Aesculus glabra,2
gpt_5_4,Acer negundo,Cornus sericea,2
gpt_5_4,Acer nigrum,Acer saccharum,2
gpt_5_4,Acer platanoides,Acer saccharum,2
gpt_5_4,Acer rubrum,Acer platanoides,2
gpt_5_4,Acer rubrum,Fraxinus americana,2
gpt_5_4,Acer rubrum,Ostrya virginiana,2
gpt_5_4,Acer saccharinum,Acer rubrum,2
gpt_5_4,Acer saccharinum,Fraxinus pennsylvanica,2
gpt_5_4,Acer saccharum,Acer negundo,2
gpt_5_4,Acer saccharum,Cornus florida,2
gpt_5_4,Acer saccharum,Gleditsia triacanthos,2
gpt_5_4,Acer saccharum,Magnolia acuminata,2
gpt_5_4,Acer saccharum,Quercus alba,2
gpt_5_4,Amelanchier arborea,Fagus grandifolia,2
gpt_5_4,Betula alleghaniensis,Betula papyrifera,2
gpt_5_4,Betula lenta,Carpinus caroliniana,2
gpt_5_4,Carpinus caroliniana,Acer negundo,2
gpt_5_4,Carpinus caroliniana,Pyrus calleryana,2
gpt_5_4,Carya cordiformis,Fraxinus americana,2
gpt_5_4,Carya cordiformis,Tilia americana,2
gpt_5_4,Carya laciniosa,Fagus grandifolia,2
gpt_5_4,Carya laciniosa,Juglans cinerea,2
gpt_5_4,Carya ovata,Carya laciniosa,2
gpt_5_4,Carya ovata,Fagus grandifolia,2
gpt_5_4,Carya ovata,Fraxinus pennsylvanica,2
gpt_5_4,Carya ovata,Ostrya virginiana,2
gpt_5_4,Celtis occidentalis,Ailanthus altissima,2
gpt_5_4,Celtis occidentalis,Ostrya virginiana,2
gpt_5_4,Celtis occidentalis,Ulmus rubra,2
gpt_5_4,Cephalanthus occidentalis,Cornus amomum,2
gpt_5_4,Cephalanthus occidentalis,Lonicera morrowii,2
gpt_5_4,Cephalanthus occidentalis,Ostrya virginiana,2
gpt_5_4,Cercis canadensis,Betula lenta,2
gpt_5_4,Cornus amomum,Cornus florida,2
gpt_5_4,Cornus racemosa,Cornus amomum,2
gpt_5_4,Fagus grandifolia,Cornus florida,2
gpt_5_4,Fraxinus americana,Tilia americana,2
gpt_5_4,Fraxinus americana,Ulmus americana,2
gpt_5_4,Fraxinus pennsylvanica,Acer saccharinum,2
gpt_5_4,Fraxinus quadrangulata,Fraxinus americana,2
gpt_5_4,Ginkgo biloba,Gleditsia triacanthos,2
gpt_5_4,Gleditsia triacanthos,Carya ovata,2
gpt_5_4,Gymnocladus dioicus,Gleditsia triacanthos,2
gpt_5_4,Gymnocladus dioicus,Magnolia acuminata,2
gpt_5_4,Gymnocladus dioicus,Yucca filamentosa,2
gpt_5_4,Hamamelis virginiana,Ostrya virginiana,2
gpt_5_4,Hamamelis virginiana,Tilia americana,2
gpt_5_4,Ilex verticillata,Viburnum lantanoides,2
gpt_5_4,Juglans cinerea,Betula papyrifera,2
gpt_5_4,Juglans cinerea,Juglans nigra,2
gpt_5_4,Juglans nigra,Castanea dentata,2
gpt_5_4,Juglans nigra,Ostrya virginiana,2
gpt_5_4,Lindera benzoin,Acer saccharum,2
