image_id,file,observation_id,organ_category,ground_truth_species,bioclip_prediction,bioclip_score,bioclip_top5,bioclip_correct,bioclip_top5_correct,dinov3_prediction,dinov3_score,dinov3_top5,dinov3_correct,dinov3_top5_correct,gpt_5_4_prediction,gpt_5_4_score,gpt_5_4_top5,gpt_5_4_correct,gpt_5_4_top5_correct,gemini_flash_lite_prediction,gemini_flash_lite_score,gemini_flash_lite_top5,gemini_flash_lite_correct,gemini_flash_lite_top5_correct,vernacular,family,organ_detail,subview,thumbnail_url,image_url,creator,license,observation_image_count,correct_count,correctness_pattern,prediction_unique_count,all_predictions_same,embedding_predictions_agree,vlm_predictions_agree,bucket_memberships
baskauf/39181,baskauf_39181.jpg,ind-baskauf/39138,twig,Acer saccharum,Acer saccharum,0.99989307,"[{""species"": ""Acer saccharum"", ""confidence"": 0.999893069267273}, {""species"": ""Fraxinus quadrangulata"", ""confidence"": 7.484383240807801e-05}, {""species"": ""Fraxinus americana"", ""confidence"": 7.888481377449352e-06}, {""species"": ""Ilex verticillata"", ""confidence"": 4.222399638820207e-06}, {""species"": ""Acer negundo"", ""confidence"": 3.7262548175931443e-06}]",True,True,Ailanthus altissima,0.67579712,"[{""species"": ""Ailanthus altissima"", ""confidence"": 0.6757971165547954}, {""species"": ""Pinus strobus"", ""confidence"": 0.12235850715730835}, {""species"": ""Gymnocladus dioicus"", ""confidence"": 0.033372397606733877}, {""species"": ""Quercus rubra"", ""confidence"": 0.024698682480733734}, {""species"": ""Platanus occidentalis"", ""confidence"": 0.02209485164248991}]",False,False,Magnolia acuminata,0.83,"[{""species"": ""Magnolia acuminata"", ""confidence"": 0.83}, {""species"": ""Fagus grandifolia"", ""confidence"": 0.18}, {""species"": ""Quercus alba"", ""confidence"": 0.12}, {""species"": ""Betula alleghaniensis"", ""confidence"": 0.08}, {""species"": ""Aesculus glabra"", ""confidence"": 0.06}]",False,False,Fraxinus americana,0.7,"[{""species"": ""Fraxinus americana"", ""confidence"": 0.7}, {""species"": ""Fraxinus pennsylvanica"", ""confidence"": 0.65}, {""species"": ""Fraxinus quadrangulata"", ""confidence"": 0.6}, {""species"": ""Ulmus americana"", ""confidence"": 0.5}, {""species"": ""Ulmus rubra"", ""confidence"": 0.45}]",False,False,sugar maple,Aceraceae,twig,close-up winter terminal bud,https://bioimages.vanderbilt.edu/tn/baskauf/tacsa3-twterm-leaf-scar39181.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gacsa3-twterm-leaf-scar39181.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,4,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement
baskauf/51813,baskauf_51813.jpg,ind-baskauf/51813,inflorescence,Zanthoxylum americanum,Zanthoxylum americanum,0.99998832,"[{""species"": ""Zanthoxylum americanum"", ""confidence"": 0.999988317489624}, {""species"": ""Ilex verticillata"", ""confidence"": 7.889232620073017e-06}, {""species"": ""Cephalanthus occidentalis"", ""confidence"": 1.9947106011386495e-06}, {""species"": ""Lindera benzoin"", ""confidence"": 1.3709430959352176e-06}, {""species"": ""Sassafras albidum"", ""confidence"": 2.3823417905077804e-07}]",True,True,Quercus palustris,0.21162798,"[{""species"": ""Quercus palustris"", ""confidence"": 0.21162797618584822}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.20777312083700047}, {""species"": ""Amelanchier arborea"", ""confidence"": 0.0622700082139961}, {""species"": ""Pyrus calleryana"", ""confidence"": 0.05890669620300078}, {""species"": ""Fraxinus pennsylvanica"", ""confidence"": 0.050238619470154275}]",False,False,Cornus amomum,0.46,"[{""species"": ""Cornus amomum"", ""confidence"": 0.46}, {""species"": ""Cornus racemosa"", ""confidence"": 0.22}, {""species"": ""Cornus sericea"", ""confidence"": 0.16}, {""species"": ""Hamamelis virginiana"", ""confidence"": 0.08}, {""species"": ""Lonicera morrowii"", ""confidence"": 0.05}]",False,False,Lindera benzoin,0.7,"[{""species"": ""Lindera benzoin"", ""confidence"": 0.7}, {""species"": ""Staphylea trifolia"", ""confidence"": 0.5}, {""species"": ""Cornus amomum"", ""confidence"": 0.4}, {""species"": ""Cornus racemosa"", ""confidence"": 0.3}, {""species"": ""Cornus sericea"", ""confidence"": 0.2}]",False,False,common pricklyash,Rutaceae,inflorescence,frontal view of flower,https://bioimages.vanderbilt.edu/tn/baskauf/tzaam--flfemale-front51813.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gzaam--flfemale-front51813.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,4,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement
baskauf/51814,baskauf_51814.jpg,ind-baskauf/51813,inflorescence,Zanthoxylum americanum,Zanthoxylum americanum,0.99999356,"[{""species"": ""Zanthoxylum americanum"", ""confidence"": 0.9999935626983643}, {""species"": ""Fraxinus pennsylvanica"", ""confidence"": 2.2603148863709066e-06}, {""species"": ""Ilex verticillata"", ""confidence"": 1.5534902786384919e-06}, {""species"": ""Cephalanthus occidentalis"", ""confidence"": 1.0676972124201711e-06}, {""species"": ""Fraxinus americana"", ""confidence"": 5.043444275543152e-07}]",True,True,Gleditsia triacanthos,0.47153093,"[{""species"": ""Gleditsia triacanthos"", ""confidence"": 0.4715309319377917}, {""species"": ""Zanthoxylum americanum"", ""confidence"": 0.22255338542492364}, {""species"": ""Fraxinus pennsylvanica"", ""confidence"": 0.12281613588784258}, {""species"": ""Quercus palustris"", ""confidence"": 0.029857788558708225}, {""species"": ""Ilex verticillata"", ""confidence"": 0.022687831359440074}]",False,True,Lonicera morrowii,0.83,"[{""species"": ""Lonicera morrowii"", ""confidence"": 0.83}, {""species"": ""Cornus amomum"", ""confidence"": 0.13}, {""species"": ""Cornus racemosa"", ""confidence"": 0.09}, {""species"": ""Cornus sericea"", ""confidence"": 0.06}, {""species"": ""Lindera benzoin"", ""confidence"": 0.04}]",False,False,Rhus glabra,0.7,"[{""species"": ""Rhus glabra"", ""confidence"": 0.7}, {""species"": ""Rhus aromatica"", ""confidence"": 0.6}, {""species"": ""Rhus copallinum"", ""confidence"": 0.5}, {""species"": ""Zanthoxylum americanum"", ""confidence"": 0.4}, {""species"": ""Toxicodendron radicans"", ""confidence"": 0.3}]",False,True,common pricklyash,Rutaceae,inflorescence,whole - female,https://bioimages.vanderbilt.edu/tn/baskauf/tzaam--flfemale-inflor51814.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gzaam--flfemale-inflor51814.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,4,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement
baskauf/51815,baskauf_51815.jpg,ind-baskauf/51813,inflorescence,Zanthoxylum americanum,Zanthoxylum americanum,0.99987388,"[{""species"": ""Zanthoxylum americanum"", ""confidence"": 0.9998738765716553}, {""species"": ""Cephalanthus occidentalis"", ""confidence"": 8.480753604089841e-05}, {""species"": ""Ilex verticillata"", ""confidence"": 2.1442703655338846e-05}, {""species"": ""Rhus copallinum"", ""confidence"": 6.961426606721943e-06}, {""species"": ""Quercus palustris"", ""confidence"": 6.961426606721943e-06}]",True,True,Acer negundo,0.1738343,"[{""species"": ""Acer negundo"", ""confidence"": 0.17383429557141192}, {""species"": ""Acer saccharum"", ""confidence"": 0.10887018944448139}, {""species"": ""Sassafras albidum"", ""confidence"": 0.08207636421216782}, {""species"": ""Cercis canadensis"", ""confidence"": 0.08014964167849531}, {""species"": ""Zanthoxylum americanum"", ""confidence"": 0.07139500556089731}]",False,True,Acer saccharum,0.76,"[{""species"": ""Acer saccharum"", ""confidence"": 0.76}, {""species"": ""Acer nigrum"", ""confidence"": 0.62}, {""species"": ""Acer platanoides"", ""confidence"": 0.31}, {""species"": ""Acer rubrum"", ""confidence"": 0.12}, {""species"": ""Viburnum opulus"", ""confidence"": 0.05}]",False,False,Rhus glabra,0.7,"[{""species"": ""Rhus glabra"", ""confidence"": 0.7}, {""species"": ""Rhus aromatica"", ""confidence"": 0.6}, {""species"": ""Rhus copallinum"", ""confidence"": 0.5}, {""species"": ""Toxicodendron radicans"", ""confidence"": 0.4}, {""species"": ""Amelanchier arborea"", ""confidence"": 0.3}]",False,False,common pricklyash,Rutaceae,inflorescence,lateral view of flower,https://bioimages.vanderbilt.edu/tn/baskauf/tzaam--flfemale-side51815.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gzaam--flfemale-side51815.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,4,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement
baskauf/51816,baskauf_51816.jpg,ind-baskauf/51813,twig,Zanthoxylum americanum,Zanthoxylum americanum,0.99999952,"[{""species"": ""Zanthoxylum americanum"", ""confidence"": 0.9999995231628418}, {""species"": ""Rhus copallinum"", ""confidence"": 3.05902176478412e-07}, {""species"": ""Sorbus americana"", ""confidence"": 1.1253511900122248e-07}, {""species"": ""Rhus glabra"", ""confidence"": 2.2159479584615838e-08}, {""species"": ""Fraxinus pennsylvanica"", ""confidence"": 1.9555672636784038e-08}]",True,True,Quercus palustris,0.3452518,"[{""species"": ""Quercus palustris"", ""confidence"": 0.3452518031557755}, {""species"": ""Zanthoxylum americanum"", ""confidence"": 0.09558342792599525}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.09229423615422265}, {""species"": ""Acer saccharum"", ""confidence"": 0.08328809663764453}, {""species"": ""Gleditsia triacanthos"", ""confidence"": 0.0490229413621854}]",False,True,Pyrus calleryana,0.62,"[{""species"": ""Pyrus calleryana"", ""confidence"": 0.62}, {""species"": ""Amelanchier arborea"", ""confidence"": 0.18}, {""species"": ""Prunus virginiana"", ""confidence"": 0.08}, {""species"": ""Prunus pensylvanica"", ""confidence"": 0.05}, {""species"": ""Cornus florida"", ""confidence"": 0.04}]",False,False,Rhus glabra,0.7,"[{""species"": ""Rhus glabra"", ""confidence"": 0.7}, {""species"": ""Rhus aromatica"", ""confidence"": 0.6}, {""species"": ""Rhus copallinum"", ""confidence"": 0.5}, {""species"": ""Zanthoxylum americanum"", ""confidence"": 0.4}, {""species"": ""Amelanchier arborea"", ""confidence"": 0.3}]",False,True,common pricklyash,Rutaceae,twig,orientation of petioles,https://bioimages.vanderbilt.edu/tn/baskauf/tzaam--twwith-flowers51816.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gzaam--twwith-flowers51816.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,4,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement
kirchoff/em2344,kirchoff_em2344.jpg,ind-kirchoff/mason19,twig,Quercus palustris,Quercus palustris,0.99846268,"[{""species"": ""Quercus palustris"", ""confidence"": 0.9984626770019531}, {""species"": ""Quercus rubra"", ""confidence"": 0.0015011278446763754}, {""species"": ""Quercus muehlenbergii"", ""confidence"": 2.74941176030552e-05}, {""species"": ""Quercus bicolor"", ""confidence"": 7.877195457695052e-06}, {""species"": ""Quercus macrocarpa"", ""confidence"": 3.921824998087686e-07}]",True,True,Quercus rubra,0.69175399,"[{""species"": ""Quercus rubra"", ""confidence"": 0.6917539912954173}, {""species"": ""Quercus palustris"", ""confidence"": 0.2776141742038916}, {""species"": ""Quercus alba"", ""confidence"": 0.009053944826484403}, {""species"": ""Ginkgo biloba"", ""confidence"": 0.0032444369796936893}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.0026880527698481546}]",False,True,Acer saccharinum,0.95,"[{""species"": ""Acer saccharinum"", ""confidence"": 0.95}, {""species"": ""Acer rubrum"", ""confidence"": 0.28}, {""species"": ""Acer platanoides"", ""confidence"": 0.14}, {""species"": ""Acer saccharum"", ""confidence"": 0.08}, {""species"": ""Acer nigrum"", ""confidence"": 0.04}]",False,False,Quercus alba,0.8,"[{""species"": ""Quercus alba"", ""confidence"": 0.8}, {""species"": ""Quercus bicolor"", ""confidence"": 0.7}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.6}, {""species"": ""Quercus rubra"", ""confidence"": 0.5}, {""species"": ""Quercus muehlenbergii"", ""confidence"": 0.4}]",False,False,pin oak,Fagaceae,twig,orientation of petioles,https://bioimages.vanderbilt.edu/tn/kirchoff/tem2344.jpg,https://bioimages.vanderbilt.edu/gq/kirchoff/gem2344.jpg,Emily C. Mason,http://creativecommons.org/licenses/by/4.0/,16,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement
baskauf/91144,baskauf_91144.jpg,vanderbilt/12-177,whole tree (or vine),Gymnocladus dioicus,Gymnocladus dioicus,0.95047671,"[{""species"": ""Gymnocladus dioicus"", ""confidence"": 0.9504767060279846}, {""species"": ""Ostrya virginiana"", ""confidence"": 0.022353069856762886}, {""species"": ""Ailanthus altissima"", ""confidence"": 0.017408588901162148}, {""species"": ""Platanus occidentalis"", ""confidence"": 0.003025159239768982}, {""species"": ""Fagus grandifolia"", ""confidence"": 0.001428983872756362}]",True,True,Fraxinus americana,0.5311235,"[{""species"": ""Fraxinus americana"", ""confidence"": 0.5311234991890973}, {""species"": ""Ulmus americana"", ""confidence"": 0.10787829585828282}, {""species"": ""Fagus grandifolia"", ""confidence"": 0.07878307530176643}, {""species"": ""Quercus alba"", ""confidence"": 0.07637180668330691}, {""species"": ""Juglans nigra"", ""confidence"": 0.05562549867673603}]",False,False,Gleditsia triacanthos,0.73,"[{""species"": ""Gleditsia triacanthos"", ""confidence"": 0.73}, {""species"": ""Gymnocladus dioicus"", ""confidence"": 0.36}, {""species"": ""Ailanthus altissima"", ""confidence"": 0.23}, {""species"": ""Fraxinus americana"", ""confidence"": 0.15}, {""species"": ""Juglans nigra"", ""confidence"": 0.1}]",False,True,Magnolia acuminata,0.7,"[{""species"": ""Magnolia acuminata"", ""confidence"": 0.7}, {""species"": ""Ailanthus altissima"", ""confidence"": 0.6}, {""species"": ""Gleditsia triacanthos"", ""confidence"": 0.5}, {""species"": ""Celtis occidentalis"", ""confidence"": 0.4}, {""species"": ""Ulmus americana"", ""confidence"": 0.3}]",False,False,Kentucky coffeetree,Fabaceae,whole tree (or vine),general,https://bioimages.vanderbilt.edu/tn/baskauf/t91144.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/g91144.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,3,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement
baskauf/50993,baskauf_50993.jpg,vanderbilt/12-33,inflorescence,Celtis occidentalis,Celtis occidentalis,1.0,"[{""species"": ""Celtis occidentalis"", ""confidence"": 1.0}, {""species"": ""Ilex verticillata"", ""confidence"": 5.211412412720051e-10}, {""species"": ""Carya cordiformis"", ""confidence"": 1.3176514046531196e-10}, {""species"": ""Ulmus americana"", ""confidence"": 1.1628233792526643e-10}, {""species"": ""Acer negundo"", ""confidence"": 9.056077415747765e-11}]",True,True,Acer negundo,0.31299563,"[{""species"": ""Acer negundo"", ""confidence"": 0.3129956313129298}, {""species"": ""Viburnum lantanoides"", ""confidence"": 0.24635389279493108}, {""species"": ""Celtis occidentalis"", ""confidence"": 0.0712654198354634}, {""species"": ""Carya cordiformis"", ""confidence"": 0.05947366285540332}, {""species"": ""Cornus amomum"", ""confidence"": 0.036194647523808986}]",False,True,Ulmus rubra,0.79,"[{""species"": ""Ulmus rubra"", ""confidence"": 0.79}, {""species"": ""Ulmus americana"", ""confidence"": 0.42}, {""species"": ""Celtis occidentalis"", ""confidence"": 0.2}, {""species"": ""Ostrya virginiana"", ""confidence"": 0.15}, {""species"": ""Carpinus caroliniana"", ""confidence"": 0.09}]",False,True,Carpinus caroliniana,0.7,"[{""species"": ""Carpinus caroliniana"", ""confidence"": 0.7}, {""species"": ""Ostrya virginiana"", ""confidence"": 0.6}, {""species"": ""Acer negundo"", ""confidence"": 0.4}, {""species"": ""Betula alleghaniensis"", ""confidence"": 0.3}, {""species"": ""Celtis occidentalis"", ""confidence"": 0.2}]",False,True,common hackberry,Ulmaceae,inflorescence,lateral view of flower,https://bioimages.vanderbilt.edu/tn/baskauf/tceoco2fl50993.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gceoco2fl50993.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,2,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement
baskauf/15620,baskauf_15620.jpg,vanderbilt/6-135,twig,Quercus macrocarpa,Quercus macrocarpa,0.55942434,"[{""species"": ""Quercus macrocarpa"", ""confidence"": 0.5594243407249451}, {""species"": ""Quercus muehlenbergii"", ""confidence"": 0.4356801211833954}, {""species"": ""Quercus bicolor"", ""confidence"": 0.004839968867599964}, {""species"": ""Quercus alba"", ""confidence"": 5.376719855121337e-05}, {""species"": ""Quercus palustris"", ""confidence"": 1.6236288047366543e-06}]",True,True,Quercus alba,0.77827649,"[{""species"": ""Quercus alba"", ""confidence"": 0.7782764861863504}, {""species"": ""Acer saccharum"", ""confidence"": 0.050262342027186775}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.04697399472871848}, {""species"": ""Quercus muehlenbergii"", ""confidence"": 0.0447778942183668}, {""species"": ""Quercus palustris"", ""confidence"": 0.01622082870590211}]",False,True,Quercus alba,0.54,"[{""species"": ""Quercus alba"", ""confidence"": 0.54}, {""species"": ""Quercus bicolor"", ""confidence"": 0.21}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.11}, {""species"": ""Sassafras albidum"", ""confidence"": 0.09}, {""species"": ""Quercus muehlenbergii"", ""confidence"": 0.05}]",False,True,Quercus alba,0.7,"[{""species"": ""Quercus alba"", ""confidence"": 0.7}, {""species"": ""Quercus rubra"", ""confidence"": 0.6}, {""species"": ""Quercus velutina"", ""confidence"": 0.5}, {""species"": ""Quercus bicolor"", ""confidence"": 0.4}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.3}]",False,True,bur oak,Fagaceae,twig,orientation of petioles,https://bioimages.vanderbilt.edu/tn/baskauf/tquma2-tw15620.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gquma2-tw15620.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,4,1,1000,2,False,False,True,bioclip_only_correct|embedding_disagreement
baskauf/15624,baskauf_15624.jpg,vanderbilt/6-135,leaf,Quercus macrocarpa,Quercus macrocarpa,0.97551471,"[{""species"": ""Quercus macrocarpa"", ""confidence"": 0.9755147099494934}, {""species"": ""Quercus bicolor"", ""confidence"": 0.017867175862193108}, {""species"": ""Quercus muehlenbergii"", ""confidence"": 0.00657296646386385}, {""species"": ""Quercus alba"", ""confidence"": 4.428829925018363e-05}, {""species"": ""Quercus rubra"", ""confidence"": 7.158536732276843e-07}]",True,True,Quercus bicolor,0.39480956,"[{""species"": ""Quercus bicolor"", ""confidence"": 0.3948095648872903}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.24152775895328762}, {""species"": ""Quercus alba"", ""confidence"": 0.17943622038571305}, {""species"": ""Platanus occidentalis"", ""confidence"": 0.03714394099318667}, {""species"": ""Sassafras albidum"", ""confidence"": 0.03085670505354103}]",False,True,Quercus alba,0.73,"[{""species"": ""Quercus alba"", ""confidence"": 0.73}, {""species"": ""Quercus bicolor"", ""confidence"": 0.61}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.29}, {""species"": ""Quercus muehlenbergii"", ""confidence"": 0.09}, {""species"": ""Quercus rubra"", ""confidence"": 0.04}]",False,True,Quercus alba,0.9,"[{""species"": ""Quercus alba"", ""confidence"": 0.9}, {""species"": ""Quercus bicolor"", ""confidence"": 0.8}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.7}, {""species"": ""Quercus muehlenbergii"", ""confidence"": 0.6}, {""species"": ""Quercus rubra"", ""confidence"": 0.5}]",False,True,bur oak,Fagaceae,leaf,margin of upper + lower surface,https://bioimages.vanderbilt.edu/tn/baskauf/tquma2-lfmargin-uplow15624.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gquma2-lfmargin-uplow15624.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,4,1,1000,3,False,False,True,bioclip_only_correct|embedding_disagreement
baskauf/90661,baskauf_90661.jpg,vanderbilt/6-135,whole tree (or vine),Quercus macrocarpa,Quercus macrocarpa,0.69323432,"[{""species"": ""Quercus macrocarpa"", ""confidence"": 0.6932343244552612}, {""species"": ""Quercus muehlenbergii"", ""confidence"": 0.2550266683101654}, {""species"": ""Quercus palustris"", ""confidence"": 0.03451410308480263}, {""species"": ""Quercus bicolor"", ""confidence"": 0.016303308308124542}, {""species"": ""Quercus alba"", ""confidence"": 0.0008116938988678157}]",True,True,Fraxinus pennsylvanica,0.3511053,"[{""species"": ""Fraxinus pennsylvanica"", ""confidence"": 0.3511052971675784}, {""species"": ""Quercus rubra"", ""confidence"": 0.2835504453844542}, {""species"": ""Celtis occidentalis"", ""confidence"": 0.053267487746886395}, {""species"": ""Fagus grandifolia"", ""confidence"": 0.03956587652838728}, {""species"": ""Quercus muehlenbergii"", ""confidence"": 0.030954739281784233}]",False,False,Quercus alba,0.38,"[{""species"": ""Quercus alba"", ""confidence"": 0.38}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.26}, {""species"": ""Quercus rubra"", ""confidence"": 0.19}, {""species"": ""Quercus bicolor"", ""confidence"": 0.11}, {""species"": ""Quercus velutina"", ""confidence"": 0.08}]",False,True,Quercus alba,0.7,"[{""species"": ""Quercus alba"", ""confidence"": 0.7}, {""species"": ""Quercus rubra"", ""confidence"": 0.6}, {""species"": ""Quercus bicolor"", ""confidence"": 0.5}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.4}, {""species"": ""Quercus velutina"", ""confidence"": 0.3}]",False,True,bur oak,Fagaceae,whole tree (or vine),general,https://bioimages.vanderbilt.edu/tn/baskauf/t90661.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/g90661.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,4,1,1000,3,False,False,True,bioclip_only_correct|embedding_disagreement
baskauf/50973,baskauf_50973.jpg,vanderbilt/6-215,inflorescence,Sassafras albidum,Sassafras albidum,0.99997246,"[{""species"": ""Sassafras albidum"", ""confidence"": 0.9999724626541138}, {""species"": ""Lindera benzoin"", ""confidence"": 2.7535692424862646e-05}, {""species"": ""Carya cordiformis"", ""confidence"": 5.602642350055476e-09}, {""species"": ""Carya ovata"", ""confidence"": 3.850635810209724e-09}, {""species"": ""Cephalanthus occidentalis"", ""confidence"": 1.2501184531998888e-09}]",True,True,Fraxinus pennsylvanica,0.22545329,"[{""species"": ""Fraxinus pennsylvanica"", ""confidence"": 0.22545328644626225}, {""species"": ""Sassafras albidum"", ""confidence"": 0.1719926713308771}, {""species"": ""Quercus palustris"", ""confidence"": 0.1163296017891648}, {""species"": ""Fagus grandifolia"", ""confidence"": 0.07097236371304182}, {""species"": ""Tilia americana"", ""confidence"": 0.049487968950482845}]",False,True,Acer saccharum,0.72,"[{""species"": ""Acer saccharum"", ""confidence"": 0.72}, {""species"": ""Acer nigrum"", ""confidence"": 0.48}, {""species"": ""Acer platanoides"", ""confidence"": 0.31}, {""species"": ""Acer negundo"", ""confidence"": 0.12}, {""species"": ""Acer saccharinum"", ""confidence"": 0.08}]",False,False,Carpinus caroliniana,0.7,"[{""species"": ""Carpinus caroliniana"", ""confidence"": 0.7}, {""species"": ""Ostrya virginiana"", ""confidence"": 0.6}, {""species"": ""Betula alleghaniensis"", ""confidence"": 0.4}, {""species"": ""Betula lenta"", ""confidence"": 0.3}, {""species"": ""Fagus grandifolia"", ""confidence"": 0.2}]",False,False,sassafras,Lauraceae,inflorescence,whole - female,https://bioimages.vanderbilt.edu/tn/baskauf/tsaal5-flfemale50973.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gsaal5-flfemale50973.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,5,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement
baskauf/50978,baskauf_50978.jpg,vanderbilt/6-215,inflorescence,Sassafras albidum,Sassafras albidum,0.99989331,"[{""species"": ""Sassafras albidum"", ""confidence"": 0.999893307685852}, {""species"": ""Lindera benzoin"", ""confidence"": 9.610140114091337e-05}, {""species"": ""Cornus amomum"", ""confidence"": 7.888483196438756e-06}, {""species"": ""Cornus florida"", ""confidence"": 2.561015435276204e-06}, {""species"": ""Cephalanthus occidentalis"", ""confidence"": 7.733596874004434e-08}]",True,True,Fraxinus pennsylvanica,0.43630862,"[{""species"": ""Fraxinus pennsylvanica"", ""confidence"": 0.436308617316847}, {""species"": ""Acer negundo"", ""confidence"": 0.2705529922634956}, {""species"": ""Tilia americana"", ""confidence"": 0.08557754655031012}, {""species"": ""Sassafras albidum"", ""confidence"": 0.033733476031748394}, {""species"": ""Quercus rubra"", ""confidence"": 0.024871862444799813}]",False,True,Acer saccharum,0.79,"[{""species"": ""Acer saccharum"", ""confidence"": 0.79}, {""species"": ""Acer nigrum"", ""confidence"": 0.46}, {""species"": ""Acer platanoides"", ""confidence"": 0.31}, {""species"": ""Acer rubrum"", ""confidence"": 0.11}, {""species"": ""Acer saccharinum"", ""confidence"": 0.05}]",False,False,Gymnocladus dioicus,0.7,"[{""species"": ""Gymnocladus dioicus"", ""confidence"": 0.7}, {""species"": ""Gleditsia triacanthos"", ""confidence"": 0.6}, {""species"": ""Cercis canadensis"", ""confidence"": 0.5}, {""species"": ""Robinia pseudoacacia"", ""confidence"": 0.4}, {""species"": ""Aesculus hippocastanum"", ""confidence"": 0.3}]",False,False,sassafras,Lauraceae,inflorescence,whole - female,https://bioimages.vanderbilt.edu/tn/baskauf/tsaal5-flfemale-inflor50978.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gsaal5-flfemale-inflor50978.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,5,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement
baskauf/91056,baskauf_91056.jpg,vanderbilt/6-215,whole tree (or vine),Sassafras albidum,Sassafras albidum,0.54089016,"[{""species"": ""Sassafras albidum"", ""confidence"": 0.5408901572227478}, {""species"": ""Gymnocladus dioicus"", ""confidence"": 0.42124566435813904}, {""species"": ""Celtis occidentalis"", ""confidence"": 0.026929333806037903}, {""species"": ""Fraxinus quadrangulata"", ""confidence"": 0.004129746928811073}, {""species"": ""Carya ovata"", ""confidence"": 0.0013407326769083738}]",True,True,Quercus macrocarpa,0.31510001,"[{""species"": ""Quercus macrocarpa"", ""confidence"": 0.31510000509032454}, {""species"": ""Juglans nigra"", ""confidence"": 0.18064625516521005}, {""species"": ""Fraxinus americana"", ""confidence"": 0.10179001654888242}, {""species"": ""Ginkgo biloba"", ""confidence"": 0.08176141357375054}, {""species"": ""Celtis occidentalis"", ""confidence"": 0.07106240768804824}]",False,False,Ailanthus altissima,0.54,"[{""species"": ""Ailanthus altissima"", ""confidence"": 0.54}, {""species"": ""Gymnocladus dioicus"", ""confidence"": 0.2}, {""species"": ""Juglans nigra"", ""confidence"": 0.14}, {""species"": ""Fraxinus americana"", ""confidence"": 0.08}, {""species"": ""Carya cordiformis"", ""confidence"": 0.05}]",False,False,Quercus alba,0.6,"[{""species"": ""Quercus alba"", ""confidence"": 0.6}, {""species"": ""Quercus rubra"", ""confidence"": 0.5}, {""species"": ""Quercus bicolor"", ""confidence"": 0.4}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.3}, {""species"": ""Quercus muehlenbergii"", ""confidence"": 0.2}]",False,False,sassafras,Lauraceae,whole tree (or vine),general,https://bioimages.vanderbilt.edu/tn/baskauf/t91056.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/g91056.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,5,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement
