representation,k,cluster_id,size_all,size_test,species_count,dominant_species,species_purity,species_distribution,normalized_organ_count,dominant_normalized_organ,normalized_organ_purity,normalized_organ_distribution
dinov3,20,17,79,16,27,Salix nigra,0.08860759493670886,"{""Salix nigra"": 7, ""Populus deltoides"": 7, ""Carpinus caroliniana"": 5, ""Rhus copallinum"": 4, ""Juglans nigra"": 4, ""Gleditsia triacanthos"": 4, ""Quercus palustris"": 4, ""Fagus grandifolia"": 4, ""Quercus bicolor"": 4, ""Carya cordiformis"": 3, ""Aesculus glabra"": 3, ""Quercus rubra"": 3, ""Quercus muehlenbergii"": 3, ""Quercus macrocarpa"": 3, ""Nyssa sylvatica"": 3, ""Ostrya virginiana"": 3, ""Quercus alba"": 2, ""Castanea dentata"": 2, ""Betula alleghaniensis"": 2, ""Toxicodendron radicans"": 2, ""Ginkgo biloba"": 1, ""Carya ovata"": 1, ""Fraxinus americana"": 1, ""Prunus serotina"": 1, ""Cephalanthus occidentalis"": 1, ""Rhus glabra"": 1, ""Rhus aromatica"": 1}",5,inflorescence,0.810126582278481,"{""inflorescence"": 64, ""fruit"": 11, ""twig"": 2, ""cone"": 1, ""whole plant"": 1}"
dinov3,20,18,83,10,20,Acer negundo,0.14457831325301204,"{""Acer negundo"": 12, ""Toxicodendron radicans"": 9, ""Sassafras albidum"": 8, ""Lindera benzoin"": 8, ""Dirca palustris"": 7, ""Cornus florida"": 6, ""Cephalanthus occidentalis"": 5, ""Fraxinus quadrangulata"": 5, ""Rhus aromatica"": 5, ""Cercis canadensis"": 3, ""Ilex verticillata"": 3, ""Nyssa sylvatica"": 2, ""Viburnum lantanoides"": 2, ""Tilia americana"": 2, ""Carya cordiformis"": 1, ""Cornus amomum"": 1, ""Sambucus racemosa"": 1, ""Sambucus nigra"": 1, ""Zanthoxylum americanum"": 1, ""Lonicera morrowii"": 1}",5,leaf,0.6626506024096386,"{""leaf"": 55, ""whole plant"": 18, ""fruit"": 8, ""inflorescence"": 1, ""twig"": 1}"
dinov3,20,19,131,8,48,Cercis canadensis,0.06870229007633588,"{""Cercis canadensis"": 9, ""Acer rubrum"": 7, ""Platanus occidentalis"": 7, ""Juglans cinerea"": 5, ""Acer saccharum"": 5, ""Rhus copallinum"": 5, ""Juniperus virginiana"": 5, ""Pinus strobus"": 4, ""Populus tremuloides"": 4, ""Robinia pseudoacacia"": 4, ""Lonicera morrowii"": 4, ""Cornus florida"": 3, ""Fraxinus americana"": 3, ""Fagus grandifolia"": 3, ""Tsuga canadensis"": 3, ""Nyssa sylvatica"": 3, ""Ulmus rubra"": 3, ""Sambucus racemosa"": 3, ""Sassafras albidum"": 3, ""Ailanthus altissima"": 3, ""Ulmus americana"": 3, ""Yucca filamentosa"": 3, ""Pyrus calleryana"": 2, ""Sorbus americana"": 2, ""Populus deltoides"": 2, ""Salix nigra"": 2, ""Amelanchier arborea"": 2, ""Acer negundo"": 2, ""Juglans nigra"": 2, ""Quercus alba"": 2, ""Gleditsia triacanthos"": 2, ""Cornus amomum"": 2, ""Carpinus caroliniana"": 2, ""Quercus rubra"": 2, ""Ilex verticillata"": 2, ""Betula alleghaniensis"": 1, ""Rhus aromatica"": 1, ""Celtis occidentalis"": 1, ""Tilia americana"": 1, ""Rhus glabra"": 1, ""Cephalanthus occidentalis"": 1, ""Betula lenta"": 1, ""Zanthoxylum americanum"": 1, ""Ostrya virginiana"": 1, ""Prunus serotina"": 1, ""Sambucus nigra"": 1, ""Picea rubens"": 1, ""Quercus macrocarpa"": 1}",6,whole plant,0.7938931297709924,"{""whole plant"": 104, ""inflorescence"": 10, ""fruit"": 8, ""leaf"": 6, ""cone"": 2, ""other"": 1}"
efficientnet_b0,20,0,136,22,47,Fagus grandifolia,0.0661764705882353,"{""Fagus grandifolia"": 9, ""Gymnocladus dioicus"": 9, ""Gleditsia triacanthos"": 7, ""Yucca filamentosa"": 7, ""Ginkgo biloba"": 6, ""Pyrus calleryana"": 6, ""Ostrya virginiana"": 5, ""Carya cordiformis"": 5, ""Nyssa sylvatica"": 5, ""Aesculus glabra"": 5, ""Acer saccharum"": 5, ""Carpinus caroliniana"": 4, ""Lonicera morrowii"": 4, ""Ulmus americana"": 4, ""Pinus strobus"": 4, ""Amelanchier arborea"": 4, ""Ilex verticillata"": 3, ""Fraxinus pennsylvanica"": 3, ""Sassafras albidum"": 3, ""Acer rubrum"": 3, ""Tsuga canadensis"": 3, ""Quercus palustris"": 2, ""Acer negundo"": 2, ""Quercus alba"": 2, ""Robinia pseudoacacia"": 2, ""Celtis occidentalis"": 2, ""Toxicodendron radicans"": 2, ""Platanus occidentalis"": 1, ""Zanthoxylum americanum"": 1, ""Populus deltoides"": 1, ""Salix nigra"": 1, ""Ailanthus altissima"": 1, ""Fraxinus quadrangulata"": 1, ""Quercus muehlenbergii"": 1, ""Fraxinus americana"": 1, ""Lindera benzoin"": 1, ""Juglans nigra"": 1, ""Quercus rubra"": 1, ""Quercus macrocarpa"": 1, ""Quercus bicolor"": 1, ""Cercis canadensis"": 1, ""Juniperus virginiana"": 1, ""Cornus amomum"": 1, ""Viburnum lantanoides"": 1, ""Sambucus racemosa"": 1, ""Sambucus nigra"": 1, ""Ulmus rubra"": 1}",6,inflorescence,0.49264705882352944,"{""inflorescence"": 67, ""fruit"": 34, ""leaf"": 13, ""twig"": 12, ""cone"": 9, ""other"": 1}"
efficientnet_b0,20,1,92,10,40,Rhus copallinum,0.06521739130434782,"{""Rhus copallinum"": 6, ""Ailanthus altissima"": 6, ""Cornus florida"": 5, ""Gleditsia triacanthos"": 4, ""Toxicodendron radicans"": 4, ""Gymnocladus dioicus"": 4, ""Juglans nigra"": 3, ""Rhus glabra"": 3, ""Dirca palustris"": 3, ""Cephalanthus occidentalis"": 3, ""Fraxinus quadrangulata"": 3, ""Nyssa sylvatica"": 3, ""Sassafras albidum"": 3, ""Cercis canadensis"": 3, ""Ginkgo biloba"": 2, ""Lindera benzoin"": 2, ""Sorbus americana"": 2, ""Aesculus glabra"": 2, ""Zanthoxylum americanum"": 2, ""Tilia americana"": 2, ""Juglans cinerea"": 2, ""Celtis occidentalis"": 2, ""Rhus aromatica"": 2, ""Robinia pseudoacacia"": 2, ""Juniperus virginiana"": 2, ""Carpinus caroliniana"": 2, ""Yucca filamentosa"": 2, ""Carya cordiformis"": 1, ""Lonicera morrowii"": 1, ""Ostrya virginiana"": 1, ""Populus tremuloides"": 1, ""Populus deltoides"": 1, ""Sambucus racemosa"": 1, ""Sambucus nigra"": 1, ""Platanus occidentalis"": 1, ""Pinus strobus"": 1, ""Viburnum lantanoides"": 1, ""Fraxinus pennsylvanica"": 1, ""Quercus muehlenbergii"": 1, ""Acer negundo"": 1}",6,whole plant,0.40217391304347827,"{""whole plant"": 37, ""leaf"": 25, ""inflorescence"": 14, ""fruit"": 12, ""cone"": 3, ""twig"": 1}"
efficientnet_b0,20,2,126,10,49,Acer negundo,0.05555555555555555,"{""Acer negundo"": 7, ""Gleditsia triacanthos"": 6, ""Nyssa sylvatica"": 5, ""Fraxinus quadrangulata"": 5, ""Rhus copallinum"": 5, ""Toxicodendron radicans"": 5, ""Carpinus caroliniana"": 5, ""Robinia pseudoacacia"": 5, ""Fraxinus americana"": 4, ""Sassafras albidum"": 4, ""Juglans nigra"": 4, ""Quercus palustris"": 4, ""Ginkgo biloba"": 4, ""Sambucus racemosa"": 4, ""Cercis canadensis"": 3, ""Dirca palustris"": 3, ""Salix nigra"": 3, ""Carya ovata"": 3, ""Aesculus glabra"": 3, ""Cornus florida"": 2, ""Carya cordiformis"": 2, ""Sorbus americana"": 2, ""Fraxinus pennsylvanica"": 2, ""Rhus glabra"": 2, ""Lindera benzoin"": 2, ""Cephalanthus occidentalis"": 2, ""Acer saccharum"": 2, ""Platanus occidentalis"": 2, ""Ailanthus altissima"": 2, ""Castanea dentata"": 2, ""Viburnum lantanoides"": 2, ""Ulmus americana"": 2, ""Prunus serotina"": 2, ""Zanthoxylum americanum"": 1, ""Populus tremuloides"": 1, ""Tilia americana"": 1, ""Ilex verticillata"": 1, ""Tsuga canadensis"": 1, ""Picea rubens"": 1, ""Rhus aromatica"": 1, ""Ostrya virginiana"": 1, ""Juglans cinerea"": 1, ""Quercus rubra"": 1, ""Quercus muehlenbergii"": 1, ""Quercus alba"": 1, ""Fagus grandifolia"": 1, ""Gymnocladus dioicus"": 1, ""Cornus amomum"": 1, ""Ulmus rubra"": 1}",6,leaf,0.7380952380952381,"{""leaf"": 93, ""fruit"": 15, ""inflorescence"": 11, ""twig"": 4, ""whole plant"": 2, ""cone"": 1}"
efficientnet_b0,20,3,65,10,23,Quercus palustris,0.13846153846153847,"{""Quercus palustris"": 9, ""Fraxinus americana"": 6, ""Juglans nigra"": 6, ""Fraxinus pennsylvanica"": 5, ""Quercus rubra"": 5, ""Quercus muehlenbergii"": 4, ""Quercus alba"": 4, ""Cercis canadensis"": 4, ""Ulmus americana"": 3, ""Quercus bicolor"": 2, ""Acer saccharum"": 2, ""Ostrya virginiana"": 2, ""Ailanthus altissima"": 2, ""Celtis occidentalis"": 2, ""Quercus macrocarpa"": 1, ""Fagus grandifolia"": 1, ""Nyssa sylvatica"": 1, ""Cornus florida"": 1, ""Sassafras albidum"": 1, ""Carpinus caroliniana"": 1, ""Populus deltoides"": 1, ""Tilia americana"": 1, ""Acer rubrum"": 1}",1,whole plant,1.0,"{""whole plant"": 65}"
efficientnet_b0,20,4,69,8,38,Robinia pseudoacacia,0.07246376811594203,"{""Robinia pseudoacacia"": 5, ""Juglans cinerea"": 5, ""Quercus palustris"": 4, ""Gleditsia triacanthos"": 3, ""Castanea dentata"": 3, ""Tsuga canadensis"": 3, ""Quercus alba"": 3, ""Quercus rubra"": 3, ""Tilia americana"": 2, ""Carpinus caroliniana"": 2, ""Acer saccharum"": 2, ""Pinus strobus"": 2, ""Populus tremuloides"": 2, ""Fraxinus pennsylvanica"": 2, ""Populus deltoides"": 2, ""Quercus macrocarpa"": 2, ""Prunus serotina"": 2, ""Toxicodendron radicans"": 2, ""Acer negundo"": 1, ""Amelanchier arborea"": 1, ""Salix nigra"": 1, ""Celtis occidentalis"": 1, ""Ulmus americana"": 1, ""Fraxinus quadrangulata"": 1, ""Carya cordiformis"": 1, ""Fraxinus americana"": 1, ""Sassafras albidum"": 1, ""Juglans nigra"": 1, ""Carya ovata"": 1, ""Ginkgo biloba"": 1, ""Quercus muehlenbergii"": 1, ""Quercus bicolor"": 1, ""Fagus grandifolia"": 1, ""Gymnocladus dioicus"": 1, ""Lonicera morrowii"": 1, ""Betula lenta"": 1, ""Betula alleghaniensis"": 1, ""Ulmus rubra"": 1}",3,whole plant,0.7681159420289855,"{""whole plant"": 53, ""bark"": 15, ""leaf"": 1}"
efficientnet_b0,20,5,86,10,39,Quercus palustris,0.12790697674418605,"{""Quercus palustris"": 11, ""Quercus alba"": 8, ""Quercus bicolor"": 5, ""Quercus rubra"": 5, ""Sassafras albidum"": 4, ""Carya ovata"": 4, ""Robinia pseudoacacia"": 3, ""Quercus macrocarpa"": 2, ""Pinus strobus"": 2, ""Tsuga canadensis"": 2, ""Juglans cinerea"": 2, ""Pyrus calleryana"": 2, ""Ginkgo biloba"": 2, ""Quercus muehlenbergii"": 2, ""Ulmus americana"": 2, ""Gymnocladus dioicus"": 2, ""Juniperus virginiana"": 2, ""Nyssa sylvatica"": 2, ""Salix nigra"": 2, ""Celtis occidentalis"": 2, ""Acer saccharum"": 2, ""Fraxinus quadrangulata"": 1, ""Cephalanthus occidentalis"": 1, ""Prunus serotina"": 1, ""Ailanthus altissima"": 1, ""Tilia americana"": 1, ""Picea rubens"": 1, ""Acer negundo"": 1, ""Fraxinus pennsylvanica"": 1, ""Fraxinus americana"": 1, ""Juglans nigra"": 1, ""Carya cordiformis"": 1, ""Acer rubrum"": 1, ""Cercis canadensis"": 1, ""Cornus florida"": 1, ""Carpinus caroliniana"": 1, ""Betula alleghaniensis"": 1, ""Toxicodendron radicans"": 1, ""Aesculus glabra"": 1}",1,bark,1.0,"{""bark"": 86}"
efficientnet_b0,20,6,122,24,46,Cephalanthus occidentalis,0.07377049180327869,"{""Cephalanthus occidentalis"": 9, ""Gleditsia triacanthos"": 7, ""Pinus strobus"": 7, ""Sorbus americana"": 6, ""Sambucus racemosa"": 6, ""Rhus copallinum"": 5, ""Salix nigra"": 5, ""Quercus palustris"": 4, ""Sambucus nigra"": 4, ""Quercus bicolor"": 4, ""Carya cordiformis"": 3, ""Quercus macrocarpa"": 3, ""Ailanthus altissima"": 3, ""Cercis canadensis"": 3, ""Fagus grandifolia"": 3, ""Quercus alba"": 3, ""Quercus rubra"": 2, ""Juglans nigra"": 2, ""Lindera benzoin"": 2, ""Sassafras albidum"": 2, ""Platanus occidentalis"": 2, ""Tsuga canadensis"": 2, ""Quercus muehlenbergii"": 2, ""Castanea dentata"": 2, ""Populus deltoides"": 2, ""Carpinus caroliniana"": 2, ""Betula alleghaniensis"": 2, ""Toxicodendron radicans"": 2, ""Rhus glabra"": 2, ""Rhus aromatica"": 2, ""Yucca filamentosa"": 2, ""Acer saccharum"": 2, ""Picea rubens"": 2, ""Ulmus americana"": 1, ""Prunus serotina"": 1, ""Acer negundo"": 1, ""Fraxinus pennsylvanica"": 1, ""Fraxinus americana"": 1, ""Carya ovata"": 1, ""Aesculus glabra"": 1, ""Acer rubrum"": 1, ""Juniperus virginiana"": 1, ""Nyssa sylvatica"": 1, ""Cornus florida"": 1, ""Ostrya virginiana"": 1, ""Ulmus rubra"": 1}",6,inflorescence,0.6967213114754098,"{""inflorescence"": 85, ""fruit"": 20, ""cone"": 8, ""leaf"": 4, ""whole plant"": 3, ""twig"": 2}"
efficientnet_b0,20,7,60,5,26,Juglans cinerea,0.25,"{""Juglans cinerea"": 15, ""Gymnocladus dioicus"": 4, ""Carya ovata"": 3, ""Pyrus calleryana"": 3, ""Platanus occidentalis"": 3, ""Juglans nigra"": 3, ""Carya cordiformis"": 3, ""Ginkgo biloba"": 2, ""Ulmus americana"": 2, ""Ailanthus altissima"": 2, ""Picea rubens"": 2, ""Acer saccharum"": 2, ""Quercus macrocarpa"": 2, ""Gleditsia triacanthos"": 2, ""Quercus rubra"": 1, ""Rhus glabra"": 1, ""Quercus alba"": 1, ""Sassafras albidum"": 1, ""Fraxinus americana"": 1, ""Juniperus virginiana"": 1, ""Cornus amomum"": 1, ""Populus deltoides"": 1, ""Ostrya virginiana"": 1, ""Tilia americana"": 1, ""Betula lenta"": 1, ""Ulmus rubra"": 1}",8,fruit,0.36666666666666664,"{""fruit"": 22, ""twig"": 13, ""seed"": 12, ""bark"": 5, ""cone"": 5, ""whole plant"": 1, ""other"": 1, ""inflorescence"": 1}"
efficientnet_b0,20,8,67,7,37,Pyrus calleryana,0.07462686567164178,"{""Pyrus calleryana"": 5, ""Juglans cinerea"": 5, ""Platanus occidentalis"": 4, ""Fagus grandifolia"": 4, ""Gymnocladus dioicus"": 3, ""Cornus amomum"": 3, ""Juglans nigra"": 3, ""Acer saccharum"": 2, ""Ailanthus altissima"": 2, ""Prunus serotina"": 2, ""Amelanchier arborea"": 2, ""Fraxinus pennsylvanica"": 2, ""Lindera benzoin"": 2, ""Quercus palustris"": 2, ""Quercus alba"": 2, ""Cercis canadensis"": 2, ""Viburnum lantanoides"": 2, ""Robinia pseudoacacia"": 1, ""Betula lenta"": 1, ""Tilia americana"": 1, ""Rhus aromatica"": 1, ""Populus deltoides"": 1, ""Zanthoxylum americanum"": 1, ""Cephalanthus occidentalis"": 1, ""Rhus copallinum"": 1, ""Rhus glabra"": 1, ""Toxicodendron radicans"": 1, ""Carpinus caroliniana"": 1, ""Castanea dentata"": 1, ""Cornus florida"": 1, ""Nyssa sylvatica"": 1, ""Aesculus glabra"": 1, ""Ginkgo biloba"": 1, ""Quercus muehlenbergii"": 1, ""Yucca filamentosa"": 1, ""Gleditsia triacanthos"": 1, ""Celtis occidentalis"": 1}",4,twig,0.9402985074626866,"{""twig"": 63, ""inflorescence"": 2, ""bark"": 1, ""leaf"": 1}"
efficientnet_b0,20,9,87,10,36,Cornus florida,0.08045977011494253,"{""Cornus florida"": 7, ""Aesculus glabra"": 6, ""Toxicodendron radicans"": 6, ""Robinia pseudoacacia"": 6, ""Sassafras albidum"": 4, ""Yucca filamentosa"": 4, ""Cercis canadensis"": 4, ""Cornus amomum"": 3, ""Pyrus calleryana"": 3, ""Ailanthus altissima"": 3, ""Amelanchier arborea"": 3, ""Carpinus caroliniana"": 3, ""Sorbus americana"": 3, ""Gleditsia triacanthos"": 3, ""Ulmus rubra"": 2, ""Nyssa sylvatica"": 2, ""Viburnum lantanoides"": 2, ""Sambucus nigra"": 2, ""Ilex verticillata"": 2, ""Populus deltoides"": 2, ""Tilia americana"": 2, ""Fraxinus pennsylvanica"": 1, ""Cephalanthus occidentalis"": 1, ""Prunus serotina"": 1, ""Pinus strobus"": 1, ""Acer rubrum"": 1, ""Fraxinus americana"": 1, ""Ginkgo biloba"": 1, ""Castanea dentata"": 1, ""Juniperus virginiana"": 1, ""Sambucus racemosa"": 1, ""Lonicera morrowii"": 1, ""Rhus glabra"": 1, ""Rhus copallinum"": 1, ""Rhus aromatica"": 1, ""Gymnocladus dioicus"": 1}",5,inflorescence,0.8505747126436781,"{""inflorescence"": 74, ""fruit"": 9, ""cone"": 2, ""twig"": 1, ""leaf"": 1}"
efficientnet_b0,20,10,65,10,29,Carpinus caroliniana,0.1076923076923077,"{""Carpinus caroliniana"": 7, ""Acer negundo"": 5, ""Pyrus calleryana"": 5, ""Aesculus glabra"": 4, ""Ulmus americana"": 3, ""Tilia americana"": 3, ""Zanthoxylum americanum"": 3, ""Ulmus rubra"": 3, ""Betula alleghaniensis"": 3, ""Lindera benzoin"": 2, ""Betula lenta"": 2, ""Viburnum lantanoides"": 2, ""Rhus glabra"": 2, ""Cornus florida"": 2, ""Fagus grandifolia"": 2, ""Ostrya virginiana"": 2, ""Carya cordiformis"": 2, ""Cephalanthus occidentalis"": 2, ""Celtis occidentalis"": 1, ""Ilex verticillata"": 1, ""Salix nigra"": 1, ""Lonicera morrowii"": 1, ""Prunus serotina"": 1, ""Amelanchier arborea"": 1, ""Sambucus racemosa"": 1, ""Rhus aromatica"": 1, ""Nyssa sylvatica"": 1, ""Cornus amomum"": 1, ""Castanea dentata"": 1}",1,leaf,1.0,"{""leaf"": 65}"
efficientnet_b0,20,11,70,9,24,Quercus palustris,0.21428571428571427,"{""Quercus palustris"": 15, ""Fagus grandifolia"": 8, ""Quercus rubra"": 7, ""Quercus bicolor"": 7, ""Quercus alba"": 5, ""Populus deltoides"": 2, ""Platanus occidentalis"": 2, ""Fraxinus americana"": 2, ""Sassafras albidum"": 2, ""Lindera benzoin"": 2, ""Acer rubrum"": 2, ""Quercus macrocarpa"": 2, ""Toxicodendron radicans"": 2, ""Tilia americana"": 2, ""Quercus muehlenbergii"": 1, ""Acer saccharum"": 1, ""Juglans nigra"": 1, ""Robinia pseudoacacia"": 1, ""Nyssa sylvatica"": 1, ""Fraxinus pennsylvanica"": 1, ""Prunus serotina"": 1, ""Rhus copallinum"": 1, ""Ailanthus altissima"": 1, ""Dirca palustris"": 1}",3,leaf,0.9714285714285714,"{""leaf"": 68, ""twig"": 1, ""inflorescence"": 1}"
efficientnet_b0,20,12,66,13,27,Cornus florida,0.13636363636363635,"{""Cornus florida"": 9, ""Pyrus calleryana"": 7, ""Amelanchier arborea"": 4, ""Nyssa sylvatica"": 3, ""Zanthoxylum americanum"": 3, ""Juglans nigra"": 3, ""Ginkgo biloba"": 3, ""Rhus aromatica"": 3, ""Prunus serotina"": 3, ""Sambucus racemosa"": 3, ""Ilex verticillata"": 3, ""Cornus amomum"": 2, ""Viburnum lantanoides"": 2, ""Quercus alba"": 2, ""Lonicera morrowii"": 2, ""Lindera benzoin"": 2, ""Rhus glabra"": 2, ""Dirca palustris"": 1, ""Tilia americana"": 1, ""Sorbus americana"": 1, ""Acer saccharum"": 1, ""Quercus rubra"": 1, ""Platanus occidentalis"": 1, ""Sassafras albidum"": 1, ""Juniperus virginiana"": 1, ""Sambucus nigra"": 1, ""Celtis occidentalis"": 1}",6,fruit,0.8333333333333334,"{""fruit"": 55, ""twig"": 5, ""cone"": 3, ""other"": 1, ""leaf"": 1, ""inflorescence"": 1}"
efficientnet_b0,20,13,73,6,33,Platanus occidentalis,0.1095890410958904,"{""Platanus occidentalis"": 8, ""Acer saccharum"": 7, ""Acer rubrum"": 7, ""Ulmus americana"": 5, ""Cercis canadensis"": 4, ""Fagus grandifolia"": 3, ""Populus tremuloides"": 3, ""Juniperus virginiana"": 3, ""Acer negundo"": 2, ""Pyrus calleryana"": 2, ""Robinia pseudoacacia"": 2, ""Sorbus americana"": 2, ""Nyssa sylvatica"": 2, ""Populus deltoides"": 2, ""Rhus copallinum"": 2, ""Sassafras albidum"": 2, ""Pinus strobus"": 1, ""Ailanthus altissima"": 1, ""Tilia americana"": 1, ""Celtis occidentalis"": 1, ""Amelanchier arborea"": 1, ""Quercus alba"": 1, ""Juglans cinerea"": 1, ""Carya cordiformis"": 1, ""Quercus rubra"": 1, ""Gleditsia triacanthos"": 1, ""Cornus amomum"": 1, ""Sambucus racemosa"": 1, ""Carpinus caroliniana"": 1, ""Ilex verticillata"": 1, ""Rhus glabra"": 1, ""Rhus aromatica"": 1, ""Ulmus rubra"": 1}",7,whole plant,0.6438356164383562,"{""whole plant"": 47, ""inflorescence"": 11, ""fruit"": 8, ""leaf"": 4, ""bark"": 1, ""cone"": 1, ""twig"": 1}"
efficientnet_b0,20,14,114,16,42,Fraxinus americana,0.07894736842105263,"{""Fraxinus americana"": 9, ""Quercus rubra"": 8, ""Quercus alba"": 7, ""Ulmus americana"": 6, ""Gleditsia triacanthos"": 5, ""Platanus occidentalis"": 5, ""Acer negundo"": 5, ""Fagus grandifolia"": 4, ""Quercus macrocarpa"": 4, ""Quercus palustris"": 4, ""Ginkgo biloba"": 4, ""Juglans nigra"": 3, ""Juniperus virginiana"": 3, ""Lonicera morrowii"": 3, ""Tsuga canadensis"": 3, ""Fraxinus pennsylvanica"": 3, ""Carya cordiformis"": 2, ""Celtis occidentalis"": 2, ""Ailanthus altissima"": 2, ""Salix nigra"": 2, ""Populus deltoides"": 2, ""Pinus strobus"": 2, ""Betula lenta"": 2, ""Ulmus rubra"": 2, ""Acer rubrum"": 2, ""Cornus florida"": 2, ""Nyssa sylvatica"": 2, ""Gymnocladus dioicus"": 2, ""Cornus amomum"": 1, ""Sorbus americana"": 1, ""Acer saccharum"": 1, ""Tilia americana"": 1, ""Cercis canadensis"": 1, ""Prunus serotina"": 1, ""Juglans cinerea"": 1, ""Ilex verticillata"": 1, ""Robinia pseudoacacia"": 1, ""Carpinus caroliniana"": 1, ""Picea rubens"": 1, ""Quercus muehlenbergii"": 1, ""Aesculus glabra"": 1, ""Sambucus nigra"": 1}",4,whole plant,0.9649122807017544,"{""whole plant"": 110, ""leaf"": 2, ""cone"": 1, ""fruit"": 1}"
efficientnet_b0,20,15,122,15,51,Gleditsia triacanthos,0.08196721311475409,"{""Gleditsia triacanthos"": 10, ""Quercus palustris"": 9, ""Quercus rubra"": 6, ""Ulmus americana"": 5, ""Dirca palustris"": 5, ""Carpinus caroliniana"": 5, ""Fagus grandifolia"": 5, ""Fraxinus pennsylvanica"": 4, ""Acer rubrum"": 4, ""Quercus alba"": 4, ""Zanthoxylum americanum"": 4, ""Robinia pseudoacacia"": 4, ""Tilia americana"": 3, ""Fraxinus quadrangulata"": 3, ""Gymnocladus dioicus"": 3, ""Ostrya virginiana"": 3, ""Cephalanthus occidentalis"": 3, ""Populus tremuloides"": 3, ""Cercis canadensis"": 2, ""Carya cordiformis"": 2, ""Rhus glabra"": 2, ""Ilex verticillata"": 2, ""Salix nigra"": 2, ""Juglans nigra"": 2, ""Picea rubens"": 1, ""Sassafras albidum"": 1, ""Tsuga canadensis"": 1, ""Populus deltoides"": 1, ""Platanus occidentalis"": 1, ""Sorbus americana"": 1, ""Fraxinus americana"": 1, ""Pinus strobus"": 1, ""Acer negundo"": 1, ""Lindera benzoin"": 1, ""Carya ovata"": 1, ""Acer saccharum"": 1, ""Rhus copallinum"": 1, ""Betula alleghaniensis"": 1, ""Betula lenta"": 1, ""Lonicera morrowii"": 1, ""Sambucus nigra"": 1, ""Cornus florida"": 1, ""Nyssa sylvatica"": 1, ""Juniperus virginiana"": 1, ""Castanea dentata"": 1, ""Quercus bicolor"": 1, ""Quercus macrocarpa"": 1, ""Quercus muehlenbergii"": 1, ""Ginkgo biloba"": 1, ""Aesculus glabra"": 1, ""Ulmus rubra"": 1}",6,twig,0.7622950819672131,"{""twig"": 93, ""fruit"": 10, ""inflorescence"": 10, ""leaf"": 6, ""bark"": 2, ""whole plant"": 1}"
efficientnet_b0,20,16,75,6,47,Pyrus calleryana,0.09333333333333334,"{""Pyrus calleryana"": 7, ""Quercus bicolor"": 4, ""Quercus muehlenbergii"": 3, ""Quercus macrocarpa"": 3, ""Betula alleghaniensis"": 3, ""Cephalanthus occidentalis"": 2, ""Juglans nigra"": 2, ""Carya ovata"": 2, ""Quercus rubra"": 2, ""Quercus alba"": 2, ""Gleditsia triacanthos"": 2, ""Quercus palustris"": 2, ""Ilex verticillata"": 2, ""Dirca palustris"": 2, ""Acer saccharum"": 2, ""Ulmus americana"": 2, ""Ailanthus altissima"": 2, ""Tilia americana"": 2, ""Fraxinus pennsylvanica"": 1, ""Celtis occidentalis"": 1, ""Fraxinus quadrangulata"": 1, ""Zanthoxylum americanum"": 1, ""Populus deltoides"": 1, ""Platanus occidentalis"": 1, ""Amelanchier arborea"": 1, ""Populus tremuloides"": 1, ""Prunus serotina"": 1, ""Sassafras albidum"": 1, ""Fraxinus americana"": 1, ""Acer negundo"": 1, ""Lindera benzoin"": 1, ""Ostrya virginiana"": 1, ""Rhus aromatica"": 1, ""Rhus copallinum"": 1, ""Rhus glabra"": 1, ""Toxicodendron radicans"": 1, ""Betula lenta"": 1, ""Carpinus caroliniana"": 1, ""Sambucus racemosa"": 1, ""Carya cordiformis"": 1, ""Viburnum lantanoides"": 1, ""Cornus amomum"": 1, ""Cercis canadensis"": 1, ""Gymnocladus dioicus"": 1, ""Fagus grandifolia"": 1, ""Acer rubrum"": 1, ""Ulmus rubra"": 1}",2,leaf,0.9866666666666667,"{""leaf"": 74, ""twig"": 1}"
efficientnet_b0,20,17,56,7,6,Quercus palustris,0.5357142857142857,"{""Quercus palustris"": 30, ""Quercus rubra"": 10, ""Quercus alba"": 9, ""Quercus bicolor"": 5, ""Quercus macrocarpa"": 1, ""Platanus occidentalis"": 1}",1,leaf,1.0,"{""leaf"": 56}"
