representation,query_image_id,query_species,query_organ,scope,rank,neighbor_image_id,neighbor_species,neighbor_organ,neighbor_split,same_species,same_genus,same_observation,cosine_similarity
bioclip,kirchoff/em2354,Quercus palustris,leaf,cross_observation,7,kirchoff/em2600,Quercus palustris,leaf,train,True,True,False,0.9284712076187134
bioclip,kirchoff/em2354,Quercus palustris,leaf,cross_observation,8,kirchoff/em2573,Quercus palustris,leaf,validation,True,True,False,0.92090904712677
bioclip,kirchoff/em2354,Quercus palustris,leaf,cross_observation,9,kirchoff/em2328,Quercus palustris,leaf,train,True,True,False,0.9139290452003479
bioclip,kirchoff/em2354,Quercus palustris,leaf,cross_observation,10,kirchoff/em2620,Quercus palustris,leaf,train,True,True,False,0.9052666425704956
bioclip,kirchoff/em2355,Quercus palustris,leaf,all,1,kirchoff/em2354,Quercus palustris,leaf,test,True,True,True,0.9306376576423645
bioclip,kirchoff/em2355,Quercus palustris,leaf,all,2,kirchoff/em2329,Quercus palustris,leaf,train,True,True,False,0.9288743734359741
bioclip,kirchoff/em2355,Quercus palustris,leaf,all,3,kirchoff/em2017,Quercus palustris,leaf,train,True,True,False,0.9223042130470276
bioclip,kirchoff/em2355,Quercus palustris,leaf,all,4,kirchoff/em2330,Quercus palustris,leaf,train,True,True,False,0.9198973178863525
bioclip,kirchoff/em2355,Quercus palustris,leaf,all,5,kirchoff/em2010,Quercus palustris,leaf,train,True,True,False,0.9193643927574158
bioclip,kirchoff/em2355,Quercus palustris,leaf,all,6,kirchoff/em2072,Quercus palustris,leaf,train,True,True,False,0.9166916012763977
bioclip,kirchoff/em2355,Quercus palustris,leaf,all,7,kirchoff/em2618,Quercus palustris,leaf,train,True,True,False,0.9152623414993286
bioclip,kirchoff/em2355,Quercus palustris,leaf,all,8,kirchoff/em2573,Quercus palustris,leaf,validation,True,True,False,0.9117845296859741
bioclip,kirchoff/em2355,Quercus palustris,leaf,all,9,kirchoff/em2597,Quercus palustris,leaf,train,True,True,False,0.910405158996582
bioclip,kirchoff/em2355,Quercus palustris,leaf,all,10,kirchoff/em2599,Quercus palustris,leaf,train,True,True,False,0.9100208282470703
bioclip,kirchoff/em2355,Quercus palustris,leaf,cross_observation,1,kirchoff/em2329,Quercus palustris,leaf,train,True,True,False,0.9288743734359741
bioclip,kirchoff/em2355,Quercus palustris,leaf,cross_observation,2,kirchoff/em2017,Quercus palustris,leaf,train,True,True,False,0.9223042130470276
bioclip,kirchoff/em2355,Quercus palustris,leaf,cross_observation,3,kirchoff/em2330,Quercus palustris,leaf,train,True,True,False,0.9198973178863525
bioclip,kirchoff/em2355,Quercus palustris,leaf,cross_observation,4,kirchoff/em2010,Quercus palustris,leaf,train,True,True,False,0.9193643927574158
bioclip,kirchoff/em2355,Quercus palustris,leaf,cross_observation,5,kirchoff/em2072,Quercus palustris,leaf,train,True,True,False,0.9166916012763977
bioclip,kirchoff/em2355,Quercus palustris,leaf,cross_observation,6,kirchoff/em2618,Quercus palustris,leaf,train,True,True,False,0.9152623414993286
bioclip,kirchoff/em2355,Quercus palustris,leaf,cross_observation,7,kirchoff/em2573,Quercus palustris,leaf,validation,True,True,False,0.9117845296859741
bioclip,kirchoff/em2355,Quercus palustris,leaf,cross_observation,8,kirchoff/em2597,Quercus palustris,leaf,train,True,True,False,0.910405158996582
bioclip,kirchoff/em2355,Quercus palustris,leaf,cross_observation,9,kirchoff/em2599,Quercus palustris,leaf,train,True,True,False,0.9100208282470703
bioclip,kirchoff/em2355,Quercus palustris,leaf,cross_observation,10,kirchoff/em2328,Quercus palustris,leaf,train,True,True,False,0.9093996286392212
bioclip,kirchoff/em2356,Quercus palustris,leaf,all,1,kirchoff/em2358,Quercus palustris,leaf,test,True,True,True,0.8447325229644775
bioclip,kirchoff/em2356,Quercus palustris,leaf,all,2,kirchoff/em2021,Quercus palustris,leaf,train,True,True,False,0.8308413028717041
bioclip,kirchoff/em2356,Quercus palustris,leaf,all,3,kirchoff/em2421,Quercus rubra,leaf,validation,False,True,False,0.8165469169616699
bioclip,kirchoff/em2356,Quercus palustris,leaf,all,4,kirchoff/em2420,Quercus rubra,leaf,validation,False,True,False,0.7998464107513428
bioclip,kirchoff/em2356,Quercus palustris,leaf,all,5,kirchoff/em2424,Quercus rubra,leaf,validation,False,True,False,0.7846444845199585
bioclip,kirchoff/em2356,Quercus palustris,leaf,all,6,kirchoff/em2407,Quercus rubra,leaf,train,False,True,False,0.7782928943634033
bioclip,kirchoff/em2356,Quercus palustris,leaf,all,7,baskauf/52472,Quercus palustris,leaf,train,True,True,False,0.7678015232086182
bioclip,kirchoff/em2356,Quercus palustris,leaf,all,8,kirchoff/em2409,Quercus rubra,leaf,train,False,True,False,0.7654070854187012
bioclip,kirchoff/em2356,Quercus palustris,leaf,all,9,kirchoff/em2353,Quercus palustris,leaf,test,True,True,True,0.7611749768257141
bioclip,kirchoff/em2356,Quercus palustris,leaf,all,10,kirchoff/em2334,Quercus palustris,leaf,train,True,True,False,0.7568404674530029
bioclip,kirchoff/em2356,Quercus palustris,leaf,cross_observation,1,kirchoff/em2021,Quercus palustris,leaf,train,True,True,False,0.8308413028717041
bioclip,kirchoff/em2356,Quercus palustris,leaf,cross_observation,2,kirchoff/em2421,Quercus rubra,leaf,validation,False,True,False,0.8165469169616699
bioclip,kirchoff/em2356,Quercus palustris,leaf,cross_observation,3,kirchoff/em2420,Quercus rubra,leaf,validation,False,True,False,0.7998464107513428
bioclip,kirchoff/em2356,Quercus palustris,leaf,cross_observation,4,kirchoff/em2424,Quercus rubra,leaf,validation,False,True,False,0.7846444845199585
bioclip,kirchoff/em2356,Quercus palustris,leaf,cross_observation,5,kirchoff/em2407,Quercus rubra,leaf,train,False,True,False,0.7782928943634033
bioclip,kirchoff/em2356,Quercus palustris,leaf,cross_observation,6,baskauf/52472,Quercus palustris,leaf,train,True,True,False,0.7678015232086182
bioclip,kirchoff/em2356,Quercus palustris,leaf,cross_observation,7,kirchoff/em2409,Quercus rubra,leaf,train,False,True,False,0.7654070854187012
bioclip,kirchoff/em2356,Quercus palustris,leaf,cross_observation,8,kirchoff/em2334,Quercus palustris,leaf,train,True,True,False,0.7568404674530029
bioclip,kirchoff/em2356,Quercus palustris,leaf,cross_observation,9,kirchoff/em2623,Quercus palustris,leaf,train,True,True,False,0.7517225742340088
bioclip,kirchoff/em2356,Quercus palustris,leaf,cross_observation,10,kirchoff/em2014,Quercus palustris,leaf,train,True,True,False,0.7513036131858826
bioclip,kirchoff/em2358,Quercus palustris,leaf,all,1,kirchoff/em2356,Quercus palustris,leaf,test,True,True,True,0.8447325229644775
bioclip,kirchoff/em2358,Quercus palustris,leaf,all,2,kirchoff/em2334,Quercus palustris,leaf,train,True,True,False,0.8422399163246155
bioclip,kirchoff/em2358,Quercus palustris,leaf,all,3,kirchoff/em2021,Quercus palustris,leaf,train,True,True,False,0.8357094526290894
bioclip,kirchoff/em2358,Quercus palustris,leaf,all,4,baskauf/52472,Quercus palustris,leaf,train,True,True,False,0.8211648464202881
bioclip,kirchoff/em2358,Quercus palustris,leaf,all,5,kirchoff/em2409,Quercus rubra,leaf,train,False,True,False,0.8085194230079651
bioclip,kirchoff/em2358,Quercus palustris,leaf,all,6,kirchoff/em2076,Quercus palustris,leaf,train,True,True,False,0.8063727617263794
bioclip,kirchoff/em2358,Quercus palustris,leaf,all,7,kirchoff/em2424,Quercus rubra,leaf,validation,False,True,False,0.801681399345398
bioclip,kirchoff/em2358,Quercus palustris,leaf,all,8,kirchoff/em2018,Quercus palustris,leaf,train,True,True,False,0.8010510206222534
bioclip,kirchoff/em2358,Quercus palustris,leaf,all,9,kirchoff/em2014,Quercus palustris,leaf,train,True,True,False,0.7866195440292358
bioclip,kirchoff/em2358,Quercus palustris,leaf,all,10,kirchoff/em2576,Quercus palustris,leaf,validation,True,True,False,0.7793666124343872
bioclip,kirchoff/em2358,Quercus palustris,leaf,cross_observation,1,kirchoff/em2334,Quercus palustris,leaf,train,True,True,False,0.8422399163246155
bioclip,kirchoff/em2358,Quercus palustris,leaf,cross_observation,2,kirchoff/em2021,Quercus palustris,leaf,train,True,True,False,0.8357094526290894
bioclip,kirchoff/em2358,Quercus palustris,leaf,cross_observation,3,baskauf/52472,Quercus palustris,leaf,train,True,True,False,0.8211648464202881
bioclip,kirchoff/em2358,Quercus palustris,leaf,cross_observation,4,kirchoff/em2409,Quercus rubra,leaf,train,False,True,False,0.8085194230079651
bioclip,kirchoff/em2358,Quercus palustris,leaf,cross_observation,5,kirchoff/em2076,Quercus palustris,leaf,train,True,True,False,0.8063727617263794
bioclip,kirchoff/em2358,Quercus palustris,leaf,cross_observation,6,kirchoff/em2424,Quercus rubra,leaf,validation,False,True,False,0.801681399345398
bioclip,kirchoff/em2358,Quercus palustris,leaf,cross_observation,7,kirchoff/em2018,Quercus palustris,leaf,train,True,True,False,0.8010510206222534
bioclip,kirchoff/em2358,Quercus palustris,leaf,cross_observation,8,kirchoff/em2014,Quercus palustris,leaf,train,True,True,False,0.7866195440292358
bioclip,kirchoff/em2358,Quercus palustris,leaf,cross_observation,9,kirchoff/em2576,Quercus palustris,leaf,validation,True,True,False,0.7793666124343872
bioclip,kirchoff/em2358,Quercus palustris,leaf,cross_observation,10,kirchoff/em2421,Quercus rubra,leaf,validation,False,True,False,0.7744691371917725
bioclip,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),all,1,baskauf/10497,Cercis canadensis,whole tree (or vine),train,True,True,False,0.9147734045982361
bioclip,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),all,2,baskauf/10491,Cercis canadensis,whole tree (or vine),train,True,True,False,0.8944994211196899
bioclip,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),all,3,baskauf/10493,Cercis canadensis,whole tree (or vine),train,True,True,False,0.8762212991714478
bioclip,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),all,4,baskauf/10392,Cercis canadensis,inflorescence,train,True,True,False,0.8618282079696655
bioclip,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),all,5,baskauf/10393,Cercis canadensis,inflorescence,train,True,True,False,0.8291783928871155
bioclip,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),all,6,thomas/0049-08-03,Cercis canadensis,inflorescence,test,True,True,True,0.815989077091217
bioclip,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),all,7,thomas/0049-08-02,Cercis canadensis,inflorescence,test,True,True,True,0.8010374903678894
bioclip,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),all,8,baskauf/51004,Cercis canadensis,inflorescence,train,True,True,False,0.7955936193466187
bioclip,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),all,9,baskauf/15391,Cercis canadensis,fruit,train,True,True,False,0.7850711345672607
bioclip,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),all,10,baskauf/11211,Cercis canadensis,fruit,train,True,True,False,0.7840215563774109
bioclip,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),cross_observation,1,baskauf/10497,Cercis canadensis,whole tree (or vine),train,True,True,False,0.9147734045982361
bioclip,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),cross_observation,2,baskauf/10491,Cercis canadensis,whole tree (or vine),train,True,True,False,0.8944994211196899
bioclip,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),cross_observation,3,baskauf/10493,Cercis canadensis,whole tree (or vine),train,True,True,False,0.8762212991714478
bioclip,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),cross_observation,4,baskauf/10392,Cercis canadensis,inflorescence,train,True,True,False,0.8618282079696655
bioclip,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),cross_observation,5,baskauf/10393,Cercis canadensis,inflorescence,train,True,True,False,0.8291783928871155
bioclip,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),cross_observation,6,baskauf/51004,Cercis canadensis,inflorescence,train,True,True,False,0.7955936193466187
bioclip,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),cross_observation,7,baskauf/15391,Cercis canadensis,fruit,train,True,True,False,0.7850711345672607
bioclip,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),cross_observation,8,baskauf/11211,Cercis canadensis,fruit,train,True,True,False,0.7840215563774109
bioclip,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),cross_observation,9,baskauf/91134,Cercis canadensis,whole tree (or vine),train,True,True,False,0.7741855382919312
bioclip,thomas/0049-08-01,Cercis canadensis,whole tree (or vine),cross_observation,10,baskauf/51003,Cercis canadensis,inflorescence,train,True,True,False,0.7612745761871338
bioclip,thomas/0049-08-02,Cercis canadensis,inflorescence,all,1,thomas/0049-08-03,Cercis canadensis,inflorescence,test,True,True,True,0.9342749118804932
bioclip,thomas/0049-08-02,Cercis canadensis,inflorescence,all,2,baskauf/10393,Cercis canadensis,inflorescence,train,True,True,False,0.8971481323242188
bioclip,thomas/0049-08-02,Cercis canadensis,inflorescence,all,3,baskauf/10392,Cercis canadensis,inflorescence,train,True,True,False,0.8943072557449341
bioclip,thomas/0049-08-02,Cercis canadensis,inflorescence,all,4,thomas/0049-08-04,Cercis canadensis,inflorescence,test,True,True,True,0.8828790187835693
bioclip,thomas/0049-08-02,Cercis canadensis,inflorescence,all,5,thomas/0049-08-05,Cercis canadensis,inflorescence,test,True,True,True,0.8815290331840515
bioclip,thomas/0049-08-02,Cercis canadensis,inflorescence,all,6,baskauf/51004,Cercis canadensis,inflorescence,train,True,True,False,0.8601163625717163
bioclip,thomas/0049-08-02,Cercis canadensis,inflorescence,all,7,baskauf/10491,Cercis canadensis,whole tree (or vine),train,True,True,False,0.8463250398635864
bioclip,thomas/0049-08-02,Cercis canadensis,inflorescence,all,8,baskauf/10497,Cercis canadensis,whole tree (or vine),train,True,True,False,0.8429162502288818
bioclip,thomas/0049-08-02,Cercis canadensis,inflorescence,all,9,baskauf/10206,Cercis canadensis,fruit,validation,True,True,False,0.8202217221260071
bioclip,thomas/0049-08-02,Cercis canadensis,inflorescence,all,10,baskauf/11211,Cercis canadensis,fruit,train,True,True,False,0.8123072385787964
bioclip,thomas/0049-08-02,Cercis canadensis,inflorescence,cross_observation,1,baskauf/10393,Cercis canadensis,inflorescence,train,True,True,False,0.8971481323242188
bioclip,thomas/0049-08-02,Cercis canadensis,inflorescence,cross_observation,2,baskauf/10392,Cercis canadensis,inflorescence,train,True,True,False,0.8943072557449341
bioclip,thomas/0049-08-02,Cercis canadensis,inflorescence,cross_observation,3,baskauf/51004,Cercis canadensis,inflorescence,train,True,True,False,0.8601163625717163
bioclip,thomas/0049-08-02,Cercis canadensis,inflorescence,cross_observation,4,baskauf/10491,Cercis canadensis,whole tree (or vine),train,True,True,False,0.8463250398635864
bioclip,thomas/0049-08-02,Cercis canadensis,inflorescence,cross_observation,5,baskauf/10497,Cercis canadensis,whole tree (or vine),train,True,True,False,0.8429162502288818
bioclip,thomas/0049-08-02,Cercis canadensis,inflorescence,cross_observation,6,baskauf/10206,Cercis canadensis,fruit,validation,True,True,False,0.8202217221260071
bioclip,thomas/0049-08-02,Cercis canadensis,inflorescence,cross_observation,7,baskauf/11211,Cercis canadensis,fruit,train,True,True,False,0.8123072385787964
bioclip,thomas/0049-08-02,Cercis canadensis,inflorescence,cross_observation,8,baskauf/10493,Cercis canadensis,whole tree (or vine),train,True,True,False,0.809223473072052
bioclip,thomas/0049-08-02,Cercis canadensis,inflorescence,cross_observation,9,baskauf/10766,Cercis canadensis,leaf,train,True,True,False,0.8073408007621765
bioclip,thomas/0049-08-02,Cercis canadensis,inflorescence,cross_observation,10,baskauf/15391,Cercis canadensis,fruit,train,True,True,False,0.8045929670333862
bioclip,thomas/0049-08-03,Cercis canadensis,inflorescence,all,1,baskauf/10393,Cercis canadensis,inflorescence,train,True,True,False,0.953158974647522
bioclip,thomas/0049-08-03,Cercis canadensis,inflorescence,all,2,thomas/0049-08-05,Cercis canadensis,inflorescence,test,True,True,True,0.9442828893661499
bioclip,thomas/0049-08-03,Cercis canadensis,inflorescence,all,3,thomas/0049-08-04,Cercis canadensis,inflorescence,test,True,True,True,0.9375518560409546
bioclip,thomas/0049-08-03,Cercis canadensis,inflorescence,all,4,thomas/0049-08-02,Cercis canadensis,inflorescence,test,True,True,True,0.9342749118804932
bioclip,thomas/0049-08-03,Cercis canadensis,inflorescence,all,5,baskauf/10392,Cercis canadensis,inflorescence,train,True,True,False,0.933954656124115
bioclip,thomas/0049-08-03,Cercis canadensis,inflorescence,all,6,baskauf/51004,Cercis canadensis,inflorescence,train,True,True,False,0.8759946823120117
bioclip,thomas/0049-08-03,Cercis canadensis,inflorescence,all,7,baskauf/11211,Cercis canadensis,fruit,train,True,True,False,0.8738518357276917
bioclip,thomas/0049-08-03,Cercis canadensis,inflorescence,all,8,baskauf/10206,Cercis canadensis,fruit,validation,True,True,False,0.8623694181442261
bioclip,thomas/0049-08-03,Cercis canadensis,inflorescence,all,9,baskauf/10491,Cercis canadensis,whole tree (or vine),train,True,True,False,0.8556790947914124
bioclip,thomas/0049-08-03,Cercis canadensis,inflorescence,all,10,baskauf/15391,Cercis canadensis,fruit,train,True,True,False,0.8524463176727295
bioclip,thomas/0049-08-03,Cercis canadensis,inflorescence,cross_observation,1,baskauf/10393,Cercis canadensis,inflorescence,train,True,True,False,0.953158974647522
bioclip,thomas/0049-08-03,Cercis canadensis,inflorescence,cross_observation,2,baskauf/10392,Cercis canadensis,inflorescence,train,True,True,False,0.933954656124115
bioclip,thomas/0049-08-03,Cercis canadensis,inflorescence,cross_observation,3,baskauf/51004,Cercis canadensis,inflorescence,train,True,True,False,0.8759946823120117
bioclip,thomas/0049-08-03,Cercis canadensis,inflorescence,cross_observation,4,baskauf/11211,Cercis canadensis,fruit,train,True,True,False,0.8738518357276917
bioclip,thomas/0049-08-03,Cercis canadensis,inflorescence,cross_observation,5,baskauf/10206,Cercis canadensis,fruit,validation,True,True,False,0.8623694181442261
bioclip,thomas/0049-08-03,Cercis canadensis,inflorescence,cross_observation,6,baskauf/10491,Cercis canadensis,whole tree (or vine),train,True,True,False,0.8556790947914124
bioclip,thomas/0049-08-03,Cercis canadensis,inflorescence,cross_observation,7,baskauf/15391,Cercis canadensis,fruit,train,True,True,False,0.8524463176727295
bioclip,thomas/0049-08-03,Cercis canadensis,inflorescence,cross_observation,8,baskauf/10497,Cercis canadensis,whole tree (or vine),train,True,True,False,0.8507684469223022
bioclip,thomas/0049-08-03,Cercis canadensis,inflorescence,cross_observation,9,baskauf/10207,Cercis canadensis,fruit,validation,True,True,False,0.8413535952568054
bioclip,thomas/0049-08-03,Cercis canadensis,inflorescence,cross_observation,10,baskauf/10739,Cercis canadensis,fruit,train,True,True,False,0.8375787734985352
bioclip,thomas/0049-08-04,Cercis canadensis,inflorescence,all,1,thomas/0049-08-05,Cercis canadensis,inflorescence,test,True,True,True,0.9691014289855957
bioclip,thomas/0049-08-04,Cercis canadensis,inflorescence,all,2,thomas/0049-08-03,Cercis canadensis,inflorescence,test,True,True,True,0.9375518560409546
bioclip,thomas/0049-08-04,Cercis canadensis,inflorescence,all,3,baskauf/51004,Cercis canadensis,inflorescence,train,True,True,False,0.8901445269584656
bioclip,thomas/0049-08-04,Cercis canadensis,inflorescence,all,4,baskauf/10393,Cercis canadensis,inflorescence,train,True,True,False,0.8885707855224609
bioclip,thomas/0049-08-04,Cercis canadensis,inflorescence,all,5,thomas/0049-08-02,Cercis canadensis,inflorescence,test,True,True,True,0.8828790187835693
bioclip,thomas/0049-08-04,Cercis canadensis,inflorescence,all,6,baskauf/10392,Cercis canadensis,inflorescence,train,True,True,False,0.864508330821991
bioclip,thomas/0049-08-04,Cercis canadensis,inflorescence,all,7,baskauf/10207,Cercis canadensis,fruit,validation,True,True,False,0.8638094663619995
bioclip,thomas/0049-08-04,Cercis canadensis,inflorescence,all,8,baskauf/10206,Cercis canadensis,fruit,validation,True,True,False,0.861799955368042
bioclip,thomas/0049-08-04,Cercis canadensis,inflorescence,all,9,baskauf/51003,Cercis canadensis,inflorescence,train,True,True,False,0.8445272445678711
bioclip,thomas/0049-08-04,Cercis canadensis,inflorescence,all,10,baskauf/11211,Cercis canadensis,fruit,train,True,True,False,0.8409239053726196
bioclip,thomas/0049-08-04,Cercis canadensis,inflorescence,cross_observation,1,baskauf/51004,Cercis canadensis,inflorescence,train,True,True,False,0.8901445269584656
bioclip,thomas/0049-08-04,Cercis canadensis,inflorescence,cross_observation,2,baskauf/10393,Cercis canadensis,inflorescence,train,True,True,False,0.8885707855224609
bioclip,thomas/0049-08-04,Cercis canadensis,inflorescence,cross_observation,3,baskauf/10392,Cercis canadensis,inflorescence,train,True,True,False,0.864508330821991
bioclip,thomas/0049-08-04,Cercis canadensis,inflorescence,cross_observation,4,baskauf/10207,Cercis canadensis,fruit,validation,True,True,False,0.8638094663619995
bioclip,thomas/0049-08-04,Cercis canadensis,inflorescence,cross_observation,5,baskauf/10206,Cercis canadensis,fruit,validation,True,True,False,0.861799955368042
bioclip,thomas/0049-08-04,Cercis canadensis,inflorescence,cross_observation,6,baskauf/51003,Cercis canadensis,inflorescence,train,True,True,False,0.8445272445678711
bioclip,thomas/0049-08-04,Cercis canadensis,inflorescence,cross_observation,7,baskauf/11211,Cercis canadensis,fruit,train,True,True,False,0.8409239053726196
bioclip,thomas/0049-08-04,Cercis canadensis,inflorescence,cross_observation,8,baskauf/10739,Cercis canadensis,fruit,train,True,True,False,0.8369044065475464
bioclip,thomas/0049-08-04,Cercis canadensis,inflorescence,cross_observation,9,baskauf/91134,Cercis canadensis,whole tree (or vine),train,True,True,False,0.8040957450866699
bioclip,thomas/0049-08-04,Cercis canadensis,inflorescence,cross_observation,10,baskauf/10766,Cercis canadensis,leaf,train,True,True,False,0.8035268783569336
bioclip,thomas/0049-08-05,Cercis canadensis,inflorescence,all,1,thomas/0049-08-04,Cercis canadensis,inflorescence,test,True,True,True,0.9691014289855957
bioclip,thomas/0049-08-05,Cercis canadensis,inflorescence,all,2,thomas/0049-08-03,Cercis canadensis,inflorescence,test,True,True,True,0.9442828893661499
bioclip,thomas/0049-08-05,Cercis canadensis,inflorescence,all,3,baskauf/51004,Cercis canadensis,inflorescence,train,True,True,False,0.90052330493927
bioclip,thomas/0049-08-05,Cercis canadensis,inflorescence,all,4,baskauf/10393,Cercis canadensis,inflorescence,train,True,True,False,0.88957679271698
bioclip,thomas/0049-08-05,Cercis canadensis,inflorescence,all,5,thomas/0049-08-02,Cercis canadensis,inflorescence,test,True,True,True,0.8815290331840515
bioclip,thomas/0049-08-05,Cercis canadensis,inflorescence,all,6,baskauf/10207,Cercis canadensis,fruit,validation,True,True,False,0.8807141780853271
bioclip,thomas/0049-08-05,Cercis canadensis,inflorescence,all,7,baskauf/10392,Cercis canadensis,inflorescence,train,True,True,False,0.8747632503509521
bioclip,thomas/0049-08-05,Cercis canadensis,inflorescence,all,8,baskauf/10206,Cercis canadensis,fruit,validation,True,True,False,0.8690288662910461
bioclip,thomas/0049-08-05,Cercis canadensis,inflorescence,all,9,baskauf/51003,Cercis canadensis,inflorescence,train,True,True,False,0.8543946743011475
bioclip,thomas/0049-08-05,Cercis canadensis,inflorescence,all,10,baskauf/11211,Cercis canadensis,fruit,train,True,True,False,0.8511742353439331
bioclip,thomas/0049-08-05,Cercis canadensis,inflorescence,cross_observation,1,baskauf/51004,Cercis canadensis,inflorescence,train,True,True,False,0.90052330493927
bioclip,thomas/0049-08-05,Cercis canadensis,inflorescence,cross_observation,2,baskauf/10393,Cercis canadensis,inflorescence,train,True,True,False,0.88957679271698
bioclip,thomas/0049-08-05,Cercis canadensis,inflorescence,cross_observation,3,baskauf/10207,Cercis canadensis,fruit,validation,True,True,False,0.8807141780853271
bioclip,thomas/0049-08-05,Cercis canadensis,inflorescence,cross_observation,4,baskauf/10392,Cercis canadensis,inflorescence,train,True,True,False,0.8747632503509521
bioclip,thomas/0049-08-05,Cercis canadensis,inflorescence,cross_observation,5,baskauf/10206,Cercis canadensis,fruit,validation,True,True,False,0.8690288662910461
bioclip,thomas/0049-08-05,Cercis canadensis,inflorescence,cross_observation,6,baskauf/51003,Cercis canadensis,inflorescence,train,True,True,False,0.8543946743011475
bioclip,thomas/0049-08-05,Cercis canadensis,inflorescence,cross_observation,7,baskauf/11211,Cercis canadensis,fruit,train,True,True,False,0.8511742353439331
bioclip,thomas/0049-08-05,Cercis canadensis,inflorescence,cross_observation,8,baskauf/10739,Cercis canadensis,fruit,train,True,True,False,0.8406637907028198
bioclip,thomas/0049-08-05,Cercis canadensis,inflorescence,cross_observation,9,baskauf/15391,Cercis canadensis,fruit,train,True,True,False,0.8143091201782227
bioclip,thomas/0049-08-05,Cercis canadensis,inflorescence,cross_observation,10,baskauf/91134,Cercis canadensis,whole tree (or vine),train,True,True,False,0.8128864765167236
bioclip,thomas/0104-01-01,Cephalanthus occidentalis,inflorescence,all,1,baskauf/28652,Cephalanthus occidentalis,inflorescence,train,True,True,False,0.7791578769683838
bioclip,thomas/0104-01-01,Cephalanthus occidentalis,inflorescence,all,2,thomas/0440-04-07,Cephalanthus occidentalis,inflorescence,train,True,True,False,0.7608263492584229
bioclip,thomas/0104-01-01,Cephalanthus occidentalis,inflorescence,all,3,baskauf/28670,Cephalanthus occidentalis,inflorescence,train,True,True,False,0.7583514451980591
bioclip,thomas/0104-01-01,Cephalanthus occidentalis,inflorescence,all,4,baskauf/28666,Cephalanthus occidentalis,inflorescence,train,True,True,False,0.7515105605125427
bioclip,thomas/0104-01-01,Cephalanthus occidentalis,inflorescence,all,5,baskauf/28649,Cephalanthus occidentalis,inflorescence,train,True,True,False,0.7507249116897583
bioclip,thomas/0104-01-01,Cephalanthus occidentalis,inflorescence,all,6,thomas/0440-04-06,Cephalanthus occidentalis,inflorescence,train,True,True,False,0.7461744546890259
bioclip,thomas/0104-01-01,Cephalanthus occidentalis,inflorescence,all,7,baskauf/37494,Cephalanthus occidentalis,fruit,validation,True,True,False,0.7364696264266968
bioclip,thomas/0104-01-01,Cephalanthus occidentalis,inflorescence,all,8,baskauf/28656,Cephalanthus occidentalis,whole tree (or vine),train,True,True,False,0.7349721789360046
bioclip,thomas/0104-01-01,Cephalanthus occidentalis,inflorescence,all,9,baskauf/15734,Cephalanthus occidentalis,fruit,train,True,True,False,0.7316941618919373
bioclip,thomas/0104-01-01,Cephalanthus occidentalis,inflorescence,all,10,thomas/0104-01-04,Cephalanthus occidentalis,leaf,test,True,True,True,0.7305312156677246
bioclip,thomas/0104-01-01,Cephalanthus occidentalis,inflorescence,cross_observation,1,baskauf/28652,Cephalanthus occidentalis,inflorescence,train,True,True,False,0.7791578769683838
bioclip,thomas/0104-01-01,Cephalanthus occidentalis,inflorescence,cross_observation,2,thomas/0440-04-07,Cephalanthus occidentalis,inflorescence,train,True,True,False,0.7608263492584229
bioclip,thomas/0104-01-01,Cephalanthus occidentalis,inflorescence,cross_observation,3,baskauf/28670,Cephalanthus occidentalis,inflorescence,train,True,True,False,0.7583514451980591
bioclip,thomas/0104-01-01,Cephalanthus occidentalis,inflorescence,cross_observation,4,baskauf/28666,Cephalanthus occidentalis,inflorescence,train,True,True,False,0.7515105605125427
bioclip,thomas/0104-01-01,Cephalanthus occidentalis,inflorescence,cross_observation,5,baskauf/28649,Cephalanthus occidentalis,inflorescence,train,True,True,False,0.7507249116897583
bioclip,thomas/0104-01-01,Cephalanthus occidentalis,inflorescence,cross_observation,6,thomas/0440-04-06,Cephalanthus occidentalis,inflorescence,train,True,True,False,0.7461744546890259
bioclip,thomas/0104-01-01,Cephalanthus occidentalis,inflorescence,cross_observation,7,baskauf/37494,Cephalanthus occidentalis,fruit,validation,True,True,False,0.7364696264266968
