representation,k,cluster_id,size_all,size_test,species_count,dominant_species,dominant_species_count,species_purity,species_distribution,organ_count,dominant_organ,dominant_organ_count,organ_purity,organ_distribution,bioclip_correct,bioclip_accuracy,bioclip_error_rate,dinov3_correct,dinov3_accuracy,dinov3_error_rate,gpt_5_4_correct,gpt_5_4_accuracy,gpt_5_4_error_rate,gemini_flash_lite_correct,gemini_flash_lite_accuracy,gemini_flash_lite_error_rate,bioclip_error_count,bioclip_error_enrichment,bioclip_error_p,all_four_wrong_count,all_four_wrong_rate,all_four_wrong_enrichment,all_four_wrong_p,bioclip_error_q,all_four_wrong_q,fdr_error_enriched,descriptive_error_enriched
bioclip,20,19,45,6,4,Prunus serotina,18,0.4,"{""Prunus serotina"": 18, ""Pyrus calleryana"": 14, ""Salix nigra"": 12, ""Nyssa sylvatica"": 1}",6,leaf,13,0.28888888888888886,"{""leaf"": 13, ""fruit"": 13, ""bark"": 6, ""twig"": 5, ""inflorescence"": 4, ""whole tree (or vine)"": 4}",6,1.0,0.0,4,0.6666666666666666,0.33333333333333337,4,0.6666666666666666,0.33333333333333337,3,0.5,0.5,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,0,15,4,2,Zanthoxylum americanum,14,0.9333333333333333,"{""Zanthoxylum americanum"": 14, ""Rhus copallinum"": 1}",6,twig,4,0.26666666666666666,"{""twig"": 4, ""leaf"": 3, ""fruit"": 3, ""whole tree (or vine)"": 2, ""inflorescence"": 2, ""bark"": 1}",3,0.75,0.25,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,1,1.7583333333333333,0.46109434342160716,1,0.25,3.1029411764705883,0.2871760815886532,1.0,1.0,False,False
bioclip,50,1,40,3,2,Fagus grandifolia,35,0.875,"{""Fagus grandifolia"": 35, ""Castanea dentata"": 5}",5,leaf,12,0.3,"{""leaf"": 12, ""inflorescence"": 11, ""twig"": 8, ""fruit"": 7, ""whole tree (or vine)"": 2}",3,1.0,0.0,2,0.6666666666666666,0.33333333333333337,2,0.6666666666666666,0.33333333333333337,3,1.0,0.0,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,2,34,6,2,Quercus alba,29,0.8529411764705882,"{""Quercus alba"": 29, ""Quercus macrocarpa"": 5}",7,leaf,22,0.6470588235294118,"{""leaf"": 22, ""fruit"": 3, ""twig"": 3, ""bark"": 2, ""inflorescence"": 2, ""whole tree (or vine)"": 1, ""unspecified"": 1}",6,1.0,0.0,5,0.8333333333333334,0.16666666666666663,5,0.8333333333333334,0.16666666666666663,5,0.8333333333333334,0.16666666666666663,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,3,66,7,4,Carpinus caroliniana,37,0.5606060606060606,"{""Carpinus caroliniana"": 37, ""Ostrya virginiana"": 14, ""Betula alleghaniensis"": 10, ""Betula lenta"": 5}",6,leaf,24,0.36363636363636365,"{""leaf"": 24, ""inflorescence"": 12, ""bark"": 11, ""fruit"": 11, ""twig"": 6, ""whole tree (or vine)"": 2}",7,1.0,0.0,5,0.7142857142857143,0.2857142857142857,1,0.14285714285714285,0.8571428571428572,2,0.2857142857142857,0.7142857142857143,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,4,15,3,1,Amelanchier arborea,15,1.0,"{""Amelanchier arborea"": 15}",4,inflorescence,7,0.4666666666666667,"{""inflorescence"": 7, ""fruit"": 5, ""leaf"": 2, ""whole tree (or vine)"": 1}",3,1.0,0.0,3,1.0,0.0,1,0.3333333333333333,0.6666666666666667,2,0.6666666666666666,0.33333333333333337,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,5,53,5,4,Rhus copallinum,20,0.37735849056603776,"{""Rhus copallinum"": 20, ""Rhus glabra"": 17, ""Sambucus nigra"": 10, ""Rhus aromatica"": 6}",5,fruit,15,0.2830188679245283,"{""fruit"": 15, ""inflorescence"": 13, ""leaf"": 12, ""whole tree (or vine)"": 8, ""twig"": 5}",5,1.0,0.0,0,0.0,1.0,3,0.6,0.4,3,0.6,0.4,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,6,13,2,5,Fagus grandifolia,9,0.6923076923076923,"{""Fagus grandifolia"": 9, ""Betula lenta"": 1, ""Carpinus caroliniana"": 1, ""Nyssa sylvatica"": 1, ""Quercus palustris"": 1}",3,whole tree (or vine),7,0.5384615384615384,"{""whole tree (or vine)"": 7, ""bark"": 5, ""leaf"": 1}",2,1.0,0.0,1,0.5,0.5,2,1.0,0.0,1,0.5,0.5,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,7,35,2,2,Quercus rubra,28,0.8,"{""Quercus rubra"": 28, ""Quercus palustris"": 7}",6,leaf,19,0.5428571428571428,"{""leaf"": 19, ""twig"": 8, ""inflorescence"": 4, ""fruit"": 2, ""whole tree (or vine)"": 1, ""bark"": 1}",2,1.0,0.0,2,1.0,0.0,1,0.5,0.5,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,8,38,2,4,Juglans nigra,22,0.5789473684210527,"{""Juglans nigra"": 22, ""Gymnocladus dioicus"": 9, ""Juglans cinerea"": 5, ""Ailanthus altissima"": 2}",5,twig,12,0.3157894736842105,"{""twig"": 12, ""leaf"": 9, ""whole tree (or vine)"": 6, ""inflorescence"": 6, ""fruit"": 5}",2,1.0,0.0,1,0.5,0.5,0,0.0,1.0,2,1.0,0.0,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,9,44,10,20,Juglans cinerea,11,0.25,"{""Juglans cinerea"": 11, ""Robinia pseudoacacia"": 6, ""Castanea dentata"": 3, ""Fraxinus americana"": 3, ""Sassafras albidum"": 2, ""Ulmus americana"": 2, ""Gymnocladus dioicus"": 2, ""Quercus muehlenbergii"": 2, ""Fraxinus pennsylvanica"": 2, ""Prunus serotina"": 1, ""Celtis occidentalis"": 1, ""Tilia americana"": 1, ""Populus deltoides"": 1, ""Acer saccharum"": 1, ""Fraxinus quadrangulata"": 1, ""Betula lenta"": 1, ""Juglans nigra"": 1, ""Quercus bicolor"": 1, ""Gleditsia triacanthos"": 1, ""Ulmus rubra"": 1}",6,whole tree (or vine),22,0.5,"{""whole tree (or vine)"": 22, ""bark"": 18, ""fruit"": 1, ""twig"": 1, ""inflorescence"": 1, ""leaf"": 1}",6,0.6,0.4,2,0.2,0.8,0,0.0,1.0,1,0.1,0.9,4,2.8133333333333335,0.03804591689864081,3,0.3,3.723529411764706,0.0367845127430427,0.4755739612330101,0.613075212384045,False,True
bioclip,50,10,75,13,1,Quercus palustris,75,1.0,"{""Quercus palustris"": 75}",4,leaf,50,0.6666666666666666,"{""leaf"": 50, ""fruit"": 16, ""twig"": 8, ""whole tree (or vine)"": 1}",13,1.0,0.0,11,0.8461538461538461,0.15384615384615385,8,0.6153846153846154,0.3846153846153846,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,11,40,7,5,Lindera benzoin,15,0.375,"{""Lindera benzoin"": 15, ""Ilex verticillata"": 13, ""Dirca palustris"": 8, ""Rhus aromatica"": 3, ""Ostrya virginiana"": 1}",6,leaf,12,0.3,"{""leaf"": 12, ""inflorescence"": 9, ""whole tree (or vine)"": 7, ""twig"": 6, ""fruit"": 5, ""bark"": 1}",7,1.0,0.0,5,0.7142857142857143,0.2857142857142857,2,0.2857142857142857,0.7142857142857143,2,0.2857142857142857,0.7142857142857143,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,12,103,5,48,Dirca palustris,5,0.04854368932038835,"{""Dirca palustris"": 5, ""Nyssa sylvatica"": 5, ""Rhus aromatica"": 4, ""Toxicodendron radicans"": 4, ""Ilex verticillata"": 4, ""Amelanchier arborea"": 4, ""Gymnocladus dioicus"": 3, ""Cephalanthus occidentalis"": 3, ""Lindera benzoin"": 3, ""Ailanthus altissima"": 3, ""Cercis canadensis"": 3, ""Viburnum lantanoides"": 3, ""Platanus occidentalis"": 3, ""Celtis occidentalis"": 3, ""Betula alleghaniensis"": 3, ""Rhus copallinum"": 3, ""Tilia americana"": 2, ""Zanthoxylum americanum"": 2, ""Pyrus calleryana"": 2, ""Fraxinus quadrangulata"": 2, ""Sassafras albidum"": 2, ""Rhus glabra"": 2, ""Juglans cinerea"": 2, ""Carya ovata"": 2, ""Populus deltoides"": 2, ""Cornus amomum"": 2, ""Quercus rubra"": 2, ""Quercus palustris"": 2, ""Fagus grandifolia"": 2, ""Castanea dentata"": 2, ""Betula lenta"": 2, ""Salix nigra"": 1, ""Sorbus americana"": 1, ""Ulmus americana"": 1, ""Acer rubrum"": 1, ""Ginkgo biloba"": 1, ""Pinus strobus"": 1, ""Fraxinus pennsylvanica"": 1, ""Fraxinus americana"": 1, ""Carya cordiformis"": 1, ""Acer saccharum"": 1, ""Quercus alba"": 1, ""Robinia pseudoacacia"": 1, ""Sambucus racemosa"": 1, ""Sambucus nigra"": 1, ""Lonicera morrowii"": 1, ""Ostrya virginiana"": 1, ""Ulmus rubra"": 1}",6,twig,36,0.34951456310679613,"{""twig"": 36, ""bark"": 26, ""leaf"": 23, ""inflorescence"": 11, ""fruit"": 4, ""whole tree (or vine)"": 3}",2,0.4,0.6,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,3,4.22,0.0214399973122196,3,0.6,7.447058823529412,0.003972042071101797,0.3573332885369933,0.09930105177754492,True,True
bioclip,50,13,30,5,2,Acer negundo,29,0.9666666666666667,"{""Acer negundo"": 29, ""Toxicodendron radicans"": 1}",7,leaf,12,0.4,"{""leaf"": 12, ""whole tree (or vine)"": 7, ""bark"": 3, ""inflorescence"": 3, ""fruit"": 2, ""twig"": 2, ""whole tree"": 1}",5,1.0,0.0,3,0.6,0.4,1,0.2,0.8,1,0.2,0.8,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,14,20,2,2,Aesculus glabra,19,0.95,"{""Aesculus glabra"": 19, ""Dirca palustris"": 1}",5,inflorescence,8,0.4,"{""inflorescence"": 8, ""leaf"": 7, ""whole tree (or vine)"": 3, ""twig"": 1, ""fruit"": 1}",1,0.5,0.5,2,1.0,0.0,0,0.0,1.0,0,0.0,1.0,1,3.5166666666666666,0.26472579553148273,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,15,16,2,1,Juniperus virginiana,16,1.0,"{""Juniperus virginiana"": 16}",6,cone,7,0.4375,"{""cone"": 7, ""whole tree"": 4, ""bark"": 2, ""leaf"": 1, ""twig"": 1, ""whole tree (or vine)"": 1}",2,1.0,0.0,1,0.5,0.5,1,0.5,0.5,2,1.0,0.0,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,16,21,3,1,Cephalanthus occidentalis,21,1.0,"{""Cephalanthus occidentalis"": 21}",6,inflorescence,8,0.38095238095238093,"{""inflorescence"": 8, ""leaf"": 4, ""fruit"": 3, ""twig"": 3, ""whole tree (or vine)"": 2, ""bark"": 1}",3,1.0,0.0,3,1.0,0.0,2,0.6666666666666666,0.33333333333333337,3,1.0,0.0,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,17,35,7,3,Sambucus racemosa,18,0.5142857142857142,"{""Sambucus racemosa"": 18, ""Sorbus americana"": 16, ""Sambucus nigra"": 1}",5,inflorescence,13,0.37142857142857144,"{""inflorescence"": 13, ""leaf"": 8, ""whole tree (or vine)"": 7, ""fruit"": 6, ""twig"": 1}",7,1.0,0.0,5,0.7142857142857143,0.2857142857142857,3,0.42857142857142855,0.5714285714285714,4,0.5714285714285714,0.4285714285714286,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,18,31,2,18,Quercus alba,6,0.1935483870967742,"{""Quercus alba"": 6, ""Quercus bicolor"": 4, ""Pyrus calleryana"": 3, ""Gymnocladus dioicus"": 3, ""Nyssa sylvatica"": 2, ""Acer rubrum"": 1, ""Juglans nigra"": 1, ""Pinus strobus"": 1, ""Fraxinus pennsylvanica"": 1, ""Fraxinus americana"": 1, ""Sassafras albidum"": 1, ""Quercus muehlenbergii"": 1, ""Aesculus glabra"": 1, ""Acer saccharum"": 1, ""Cercis canadensis"": 1, ""Cornus florida"": 1, ""Betula lenta"": 1, ""Celtis occidentalis"": 1}",1,bark,31,1.0,"{""bark"": 31}",1,0.5,0.5,1,0.5,0.5,0,0.0,1.0,1,0.5,0.5,1,3.5166666666666666,0.26472579553148273,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,19,30,4,4,Populus deltoides,16,0.5333333333333333,"{""Populus deltoides"": 16, ""Populus tremuloides"": 11, ""Quercus palustris"": 2, ""Quercus rubra"": 1}",6,whole tree (or vine),11,0.36666666666666664,"{""whole tree (or vine)"": 11, ""leaf"": 7, ""inflorescence"": 4, ""fruit"": 3, ""twig"": 3, ""bark"": 2}",4,1.0,0.0,3,0.75,0.25,3,0.75,0.25,1,0.25,0.75,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,20,13,1,1,Yucca filamentosa,13,1.0,"{""Yucca filamentosa"": 13}",6,inflorescence,6,0.46153846153846156,"{""inflorescence"": 6, ""leaf"": 3, ""fruit"": 1, ""whole tree (or vine)"": 1, ""stem"": 1, ""whole plant"": 1}",1,1.0,0.0,0,0.0,1.0,1,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,21,32,6,10,Gymnocladus dioicus,13,0.40625,"{""Gymnocladus dioicus"": 13, ""Yucca filamentosa"": 3, ""Gleditsia triacanthos"": 3, ""Aesculus glabra"": 3, ""Pinus strobus"": 3, ""Fraxinus pennsylvanica"": 2, ""Pyrus calleryana"": 2, ""Robinia pseudoacacia"": 1, ""Cephalanthus occidentalis"": 1, ""Zanthoxylum americanum"": 1}",7,inflorescence,14,0.4375,"{""inflorescence"": 14, ""fruit"": 8, ""seed"": 4, ""twig"": 2, ""leaf"": 2, ""bark"": 1, ""cone"": 1}",6,1.0,0.0,2,0.3333333333333333,0.6666666666666667,2,0.3333333333333333,0.6666666666666667,2,0.3333333333333333,0.6666666666666667,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,22,25,3,1,Robinia pseudoacacia,25,1.0,"{""Robinia pseudoacacia"": 25}",6,inflorescence,9,0.36,"{""inflorescence"": 9, ""twig"": 5, ""leaf"": 4, ""fruit"": 3, ""bark"": 2, ""whole tree (or vine)"": 2}",3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,23,58,4,11,Quercus palustris,22,0.3793103448275862,"{""Quercus palustris"": 22, ""Quercus rubra"": 12, ""Quercus alba"": 8, ""Quercus macrocarpa"": 7, ""Fraxinus americana"": 2, ""Celtis occidentalis"": 2, ""Carpinus caroliniana"": 1, ""Quercus muehlenbergii"": 1, ""Carya cordiformis"": 1, ""Fraxinus pennsylvanica"": 1, ""Ulmus americana"": 1}",2,whole tree (or vine),40,0.6896551724137931,"{""whole tree (or vine)"": 40, ""bark"": 18}",3,0.75,0.25,2,0.5,0.5,0,0.0,1.0,0,0.0,1.0,1,1.7583333333333333,0.46109434342160716,1,0.25,3.1029411764705883,0.2871760815886532,1.0,1.0,False,False
bioclip,50,24,21,2,6,Pyrus calleryana,15,0.7142857142857143,"{""Pyrus calleryana"": 15, ""Sorbus americana"": 2, ""Robinia pseudoacacia"": 1, ""Carya ovata"": 1, ""Pinus strobus"": 1, ""Tilia americana"": 1}",4,leaf,10,0.47619047619047616,"{""leaf"": 10, ""inflorescence"": 8, ""fruit"": 2, ""whole tree (or vine)"": 1}",0,0.0,1.0,2,1.0,0.0,0,0.0,1.0,0,0.0,1.0,2,7.033333333333333,0.01963439404197698,0,0.0,0.0,1.0,0.3573332885369933,1.0,False,False
bioclip,50,25,31,6,1,Platanus occidentalis,31,1.0,"{""Platanus occidentalis"": 31}",6,whole tree (or vine),12,0.3870967741935484,"{""whole tree (or vine)"": 12, ""twig"": 6, ""inflorescence"": 4, ""leaf"": 4, ""fruit"": 3, ""bark"": 2}",6,1.0,0.0,5,0.8333333333333334,0.16666666666666663,5,0.8333333333333334,0.16666666666666663,6,1.0,0.0,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,26,23,3,2,Toxicodendron radicans,22,0.9565217391304348,"{""Toxicodendron radicans"": 22, ""Rhus aromatica"": 1}",5,inflorescence,8,0.34782608695652173,"{""inflorescence"": 8, ""leaf"": 6, ""whole tree (or vine)"": 5, ""bark"": 2, ""fruit"": 2}",3,1.0,0.0,3,1.0,0.0,1,0.3333333333333333,0.6666666666666667,1,0.3333333333333333,0.6666666666666667,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,27,18,2,3,Pinus strobus,16,0.8888888888888888,"{""Pinus strobus"": 16, ""Ginkgo biloba"": 1, ""Tsuga canadensis"": 1}",6,cone,7,0.3888888888888889,"{""cone"": 7, ""bark"": 4, ""whole tree"": 3, ""leaf"": 2, ""twig"": 1, ""whole tree (or vine)"": 1}",2,1.0,0.0,2,1.0,0.0,1,0.5,0.5,2,1.0,0.0,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,28,24,1,2,Ailanthus altissima,23,0.9583333333333334,"{""Ailanthus altissima"": 23, ""Carya cordiformis"": 1}",6,fruit,6,0.25,"{""fruit"": 6, ""whole tree (or vine)"": 6, ""leaf"": 5, ""inflorescence"": 3, ""bark"": 2, ""twig"": 2}",1,1.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,29,32,5,4,Carya cordiformis,18,0.5625,"{""Carya cordiformis"": 18, ""Carya ovata"": 11, ""Juglans nigra"": 2, ""Salix nigra"": 1}",6,leaf,11,0.34375,"{""leaf"": 11, ""bark"": 6, ""twig"": 5, ""inflorescence"": 5, ""fruit"": 3, ""whole tree (or vine)"": 2}",5,1.0,0.0,1,0.2,0.8,1,0.2,0.8,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,30,24,5,1,Cercis canadensis,24,1.0,"{""Cercis canadensis"": 24}",4,inflorescence,8,0.3333333333333333,"{""inflorescence"": 8, ""whole tree (or vine)"": 7, ""fruit"": 6, ""leaf"": 3}",5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,5,1.0,0.0,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,31,24,5,7,Prunus serotina,18,0.75,"{""Prunus serotina"": 18, ""Betula alleghaniensis"": 1, ""Betula lenta"": 1, ""Carpinus caroliniana"": 1, ""Nyssa sylvatica"": 1, ""Quercus rubra"": 1, ""Sassafras albidum"": 1}",6,bark,7,0.2916666666666667,"{""bark"": 7, ""leaf"": 6, ""fruit"": 4, ""twig"": 3, ""inflorescence"": 3, ""whole tree (or vine)"": 1}",4,0.8,0.2,2,0.4,0.6,4,0.8,0.19999999999999996,2,0.4,0.6,1,1.4066666666666667,0.5391966124909393,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,32,39,1,4,Fraxinus pennsylvanica,14,0.358974358974359,"{""Fraxinus pennsylvanica"": 14, ""Fraxinus americana"": 12, ""Fraxinus quadrangulata"": 12, ""Aesculus glabra"": 1}",6,leaf,17,0.4358974358974359,"{""leaf"": 17, ""twig"": 6, ""inflorescence"": 6, ""fruit"": 6, ""whole tree (or vine)"": 3, ""bark"": 1}",0,0.0,1.0,1,1.0,0.0,1,1.0,0.0,0,0.0,1.0,1,7.033333333333333,0.14218009478672988,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,33,100,16,27,Fraxinus americana,13,0.13,"{""Fraxinus americana"": 13, ""Ulmus americana"": 12, ""Fraxinus pennsylvanica"": 7, ""Juglans nigra"": 7, ""Acer saccharum"": 6, ""Ginkgo biloba"": 6, ""Quercus rubra"": 6, ""Celtis occidentalis"": 5, ""Acer rubrum"": 4, ""Nyssa sylvatica"": 4, ""Carya cordiformis"": 3, ""Cornus florida"": 3, ""Quercus alba"": 3, ""Quercus muehlenbergii"": 3, ""Quercus palustris"": 2, ""Gleditsia triacanthos"": 2, ""Quercus macrocarpa"": 2, ""Quercus bicolor"": 2, ""Ostrya virginiana"": 2, ""Cercis canadensis"": 1, ""Aesculus glabra"": 1, ""Sassafras albidum"": 1, ""Carpinus caroliniana"": 1, ""Tsuga canadensis"": 1, ""Tilia americana"": 1, ""Betula lenta"": 1, ""Gymnocladus dioicus"": 1}",6,whole tree (or vine),89,0.89,"{""whole tree (or vine)"": 89, ""whole tree"": 5, ""bark"": 3, ""unspecified"": 1, ""inflorescence"": 1, ""fruit"": 1}",6,0.375,0.625,2,0.125,0.875,2,0.125,0.875,3,0.1875,0.8125,10,4.395833333333333,3.4898639958840773e-06,7,0.4375,5.43014705882353,4.461701678031203e-05,0.00017449319979420387,0.0022308508390156013,True,True
bioclip,50,34,30,6,2,Tilia americana,19,0.6333333333333333,"{""Tilia americana"": 19, ""Viburnum lantanoides"": 11}",5,leaf,11,0.36666666666666664,"{""leaf"": 11, ""inflorescence"": 6, ""twig"": 5, ""whole tree (or vine)"": 4, ""fruit"": 4}",6,1.0,0.0,4,0.6666666666666666,0.33333333333333337,0,0.0,1.0,1,0.16666666666666666,0.8333333333333334,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,35,23,4,1,Sassafras albidum,23,1.0,"{""Sassafras albidum"": 23}",6,inflorescence,9,0.391304347826087,"{""inflorescence"": 9, ""leaf"": 7, ""whole tree (or vine)"": 3, ""fruit"": 2, ""bark"": 1, ""twig"": 1}",4,1.0,0.0,2,0.5,0.5,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,36,14,3,1,Lonicera morrowii,14,1.0,"{""Lonicera morrowii"": 14}",5,inflorescence,6,0.42857142857142855,"{""inflorescence"": 6, ""whole tree (or vine)"": 4, ""fruit"": 2, ""leaf"": 1, ""twig"": 1}",3,1.0,0.0,0,0.0,1.0,3,1.0,0.0,2,0.6666666666666666,0.33333333333333337,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,37,57,7,6,Quercus bicolor,24,0.42105263157894735,"{""Quercus bicolor"": 24, ""Quercus muehlenbergii"": 13, ""Quercus macrocarpa"": 8, ""Quercus alba"": 6, ""Quercus palustris"": 3, ""Quercus rubra"": 3}",7,leaf,26,0.45614035087719296,"{""leaf"": 26, ""inflorescence"": 15, ""twig"": 8, ""whole tree (or vine)"": 3, ""bark"": 2, ""fruit"": 2, ""seed"": 1}",4,0.5714285714285714,0.42857142857142855,2,0.2857142857142857,0.7142857142857143,1,0.14285714285714285,0.8571428571428572,0,0.0,1.0,3,3.0142857142857142,0.061261770603729976,2,0.2857142857142857,3.546218487394958,0.10103120347207228,0.5105147550310831,1.0,False,True
bioclip,50,38,18,3,1,Nyssa sylvatica,18,1.0,"{""Nyssa sylvatica"": 18}",4,inflorescence,10,0.5555555555555556,"{""inflorescence"": 10, ""leaf"": 4, ""fruit"": 3, ""twig"": 1}",1,0.3333333333333333,0.6666666666666666,3,1.0,0.0,0,0.0,1.0,0,0.0,1.0,2,4.688888888888889,0.05364229185631032,0,0.0,0.0,1.0,0.5105147550310831,1.0,False,False
bioclip,50,39,17,3,1,Salix nigra,17,1.0,"{""Salix nigra"": 17}",6,leaf,4,0.23529411764705882,"{""leaf"": 4, ""whole tree (or vine)"": 3, ""inflorescence"": 3, ""fruit"": 3, ""bark"": 2, ""twig"": 2}",3,1.0,0.0,2,0.6666666666666666,0.33333333333333337,2,0.6666666666666666,0.33333333333333337,3,1.0,0.0,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,40,21,0,1,Pyrus calleryana,21,1.0,"{""Pyrus calleryana"": 21}",5,fruit,7,0.3333333333333333,"{""fruit"": 7, ""leaf"": 5, ""twig"": 4, ""inflorescence"": 3, ""whole tree (or vine)"": 2}",0,,,0,,,0,,,0,,,0,,1.0,0,,,1.0,1.0,1.0,False,False
bioclip,50,41,37,7,3,Ulmus americana,20,0.5405405405405406,"{""Ulmus americana"": 20, ""Ulmus rubra"": 13, ""Celtis occidentalis"": 4}",5,leaf,16,0.43243243243243246,"{""leaf"": 16, ""fruit"": 8, ""inflorescence"": 5, ""twig"": 4, ""whole tree (or vine)"": 4}",7,1.0,0.0,1,0.14285714285714285,0.8571428571428572,0,0.0,1.0,4,0.5714285714285714,0.4285714285714286,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,42,30,3,2,Cornus florida,29,0.9666666666666667,"{""Cornus florida"": 29, ""Quercus alba"": 1}",6,fruit,9,0.3,"{""fruit"": 9, ""inflorescence"": 6, ""leaf"": 6, ""twig"": 5, ""whole tree (or vine)"": 3, ""bark"": 1}",3,1.0,0.0,3,1.0,0.0,3,1.0,0.0,2,0.6666666666666666,0.33333333333333337,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,43,19,0,2,Acer rubrum,18,0.9473684210526315,"{""Acer rubrum"": 18, ""Acer saccharum"": 1}",6,fruit,6,0.3157894736842105,"{""fruit"": 6, ""inflorescence"": 4, ""whole tree (or vine)"": 4, ""leaf"": 2, ""twig"": 2, ""bark"": 1}",0,,,0,,,0,,,0,,,0,,1.0,0,,,1.0,1.0,1.0,False,False
bioclip,50,44,50,10,2,Gleditsia triacanthos,49,0.98,"{""Gleditsia triacanthos"": 49, ""Gymnocladus dioicus"": 1}",6,twig,13,0.26,"{""twig"": 13, ""inflorescence"": 12, ""leaf"": 10, ""bark"": 8, ""fruit"": 5, ""whole tree (or vine)"": 2}",10,1.0,0.0,9,0.9,0.09999999999999998,7,0.7,0.30000000000000004,10,1.0,0.0,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,45,23,3,2,Acer saccharum,22,0.9565217391304348,"{""Acer saccharum"": 22, ""Acer negundo"": 1}",6,fruit,6,0.2608695652173913,"{""fruit"": 6, ""inflorescence"": 5, ""leaf"": 5, ""twig"": 4, ""whole tree (or vine)"": 2, ""bark"": 1}",3,1.0,0.0,0,0.0,1.0,1,0.3333333333333333,0.6666666666666667,0,0.0,1.0,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
bioclip,50,46,21,0,6,Juglans cinerea,15,0.7142857142857143,"{""Juglans cinerea"": 15, ""Juglans nigra"": 2, ""Castanea dentata"": 1, ""Ginkgo biloba"": 1, ""Carya cordiformis"": 1, ""Carya ovata"": 1}",4,fruit,12,0.5714285714285714,"{""fruit"": 12, ""seed"": 7, ""cone"": 1, ""twig"": 1}",0,,,0,,,0,,,0,,,0,,1.0,0,,,1.0,1.0,1.0,False,False
bioclip,50,47,21,3,2,Tsuga canadensis,13,0.6190476190476191,"{""Tsuga canadensis"": 13, ""Picea rubens"": 8}",5,cone,7,0.3333333333333333,"{""cone"": 7, ""whole tree"": 5, ""leaf"": 4, ""bark"": 3, ""twig"": 2}",3,1.0,0.0,3,1.0,0.0,1,0.3333333333333333,0.6666666666666667,2,0.6666666666666666,0.33333333333333337,0,0.0,1.0,0,0.0,0.0,1.0,1.0,1.0,False,False
