sample_bucket,sample_order,image_id,file,observation_id,organ_category,ground_truth_species,bioclip_prediction,bioclip_score,bioclip_top5,bioclip_correct,bioclip_top5_correct,dinov3_prediction,dinov3_score,dinov3_top5,dinov3_correct,dinov3_top5_correct,gpt_5_4_prediction,gpt_5_4_score,gpt_5_4_top5,gpt_5_4_correct,gpt_5_4_top5_correct,gemini_flash_lite_prediction,gemini_flash_lite_score,gemini_flash_lite_top5,gemini_flash_lite_correct,gemini_flash_lite_top5_correct,vernacular,family,organ_detail,subview,thumbnail_url,image_url,creator,license,observation_image_count,correct_count,correctness_pattern,prediction_unique_count,all_predictions_same,embedding_predictions_agree,vlm_predictions_agree,bucket_memberships,local_sample_path,download_status,download_error
all_four_wrong,12,baskauf/37293,baskauf_37293.jpg,ind-baskauf/37284,bark,Betula lenta,Betula alleghaniensis,0.93834269,"[{""species"": ""Betula alleghaniensis"", ""confidence"": 0.9383426904678345}, {""species"": ""Ilex verticillata"", ""confidence"": 0.017186345532536507}, {""species"": ""Betula lenta"", ""confidence"": 0.017186345532536507}, {""species"": ""Prunus serotina"", ""confidence"": 0.010424045845866203}, {""species"": ""Sorbus americana"", ""confidence"": 0.00811825506389141}]",False,True,Prunus serotina,0.21063469,"[{""species"": ""Prunus serotina"", ""confidence"": 0.2106346877550127}, {""species"": ""Pinus strobus"", ""confidence"": 0.20460346164605833}, {""species"": ""Juglans cinerea"", ""confidence"": 0.10381991365213765}, {""species"": ""Fagus grandifolia"", ""confidence"": 0.05201958085956597}, {""species"": ""Acer rubrum"", ""confidence"": 0.03764960288944915}]",False,False,Prunus serotina,0.63,"[{""species"": ""Prunus serotina"", ""confidence"": 0.63}, {""species"": ""Prunus pensylvanica"", ""confidence"": 0.57}, {""species"": ""Prunus virginiana"", ""confidence"": 0.34}, {""species"": ""Betula lenta"", ""confidence"": 0.18}, {""species"": ""Amelanchier arborea"", ""confidence"": 0.11}]",False,True,Carpinus caroliniana,0.6,"[{""species"": ""Carpinus caroliniana"", ""confidence"": 0.6}, {""species"": ""Ostrya virginiana"", ""confidence"": 0.5}, {""species"": ""Amelanchier arborea"", ""confidence"": 0.4}, {""species"": ""Betula papyrifera"", ""confidence"": 0.3}, {""species"": ""Acer rubrum"", ""confidence"": 0.2}]",False,False,sweet birch,Betulaceae,bark,of a small tree or small branch,https://bioimages.vanderbilt.edu/tn/baskauf/tbele--brsmall37293.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gbele--brsmall37293.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,3,0,0000,3,False,False,False,all_four_wrong|bioclip_and_dino_wrong|embedding_disagreement,samples/images/baskauf__37293.jpg,cached,
bioclip_only_correct,1,baskauf/90799,baskauf_90799.jpg,vanderbilt/9-89,whole tree (or vine),Fraxinus pennsylvanica,Fraxinus pennsylvanica,0.945364,"[{""species"": ""Fraxinus pennsylvanica"", ""confidence"": 0.9453639984130859}, {""species"": ""Fraxinus quadrangulata"", ""confidence"": 0.02854751981794834}, {""species"": ""Fraxinus americana"", ""confidence"": 0.02223283052444458}, {""species"": ""Acer negundo"", ""confidence"": 0.001824981882236898}, {""species"": ""Juglans nigra"", ""confidence"": 0.0005228660302236676}]",True,True,Quercus rubra,0.34494723,"[{""species"": ""Quercus rubra"", ""confidence"": 0.34494723335011673}, {""species"": ""Fraxinus pennsylvanica"", ""confidence"": 0.20965502515659687}, {""species"": ""Ulmus americana"", ""confidence"": 0.2088018552060854}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.05208108905250195}, {""species"": ""Robinia pseudoacacia"", ""confidence"": 0.035542798437686506}]",False,True,Fraxinus americana,0.54,"[{""species"": ""Fraxinus americana"", ""confidence"": 0.54}, {""species"": ""Fraxinus pennsylvanica"", ""confidence"": 0.23}, {""species"": ""Juglans nigra"", ""confidence"": 0.1}, {""species"": ""Gymnocladus dioicus"", ""confidence"": 0.07}, {""species"": ""Ailanthus altissima"", ""confidence"": 0.05}]",False,True,Juglans nigra,0.7,"[{""species"": ""Juglans nigra"", ""confidence"": 0.7}, {""species"": ""Fraxinus americana"", ""confidence"": 0.6}, {""species"": ""Carya laciniosa"", ""confidence"": 0.5}, {""species"": ""Ulmus rubra"", ""confidence"": 0.4}, {""species"": ""Gleditsia triacanthos"", ""confidence"": 0.3}]",False,False,green ash,Oleaceae,whole tree (or vine),general,https://bioimages.vanderbilt.edu/tn/baskauf/t90799.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/g90799.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,3,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement,samples/images/baskauf__90799.jpg,cached,
bioclip_only_correct,2,baskauf/32257,baskauf_32257.jpg,ind-baskauf/32253,inflorescence,Rhus aromatica,Rhus aromatica,0.81545663,"[{""species"": ""Rhus aromatica"", ""confidence"": 0.8154566287994385}, {""species"": ""Lindera benzoin"", ""confidence"": 0.18195296823978424}, {""species"": ""Rhus copallinum"", ""confidence"": 0.0013892281567677855}, {""species"": ""Sassafras albidum"", ""confidence"": 0.001081931870430708}, {""species"": ""Ilex verticillata"", ""confidence"": 3.702167305164039e-05}]",True,True,Sassafras albidum,0.20575655,"[{""species"": ""Sassafras albidum"", ""confidence"": 0.20575654745258448}, {""species"": ""Ulmus americana"", ""confidence"": 0.14604134051870643}, {""species"": ""Sorbus americana"", ""confidence"": 0.060388951818890285}, {""species"": ""Toxicodendron radicans"", ""confidence"": 0.048975111890728854}, {""species"": ""Lindera benzoin"", ""confidence"": 0.04728655129259912}]",False,False,Acer platanoides,0.74,"[{""species"": ""Acer platanoides"", ""confidence"": 0.74}, {""species"": ""Acer saccharum"", ""confidence"": 0.46}, {""species"": ""Acer nigrum"", ""confidence"": 0.28}, {""species"": ""Acer rubrum"", ""confidence"": 0.08}, {""species"": ""Acer negundo"", ""confidence"": 0.04}]",False,False,Cephalanthus occidentalis,0.8,"[{""species"": ""Cephalanthus occidentalis"", ""confidence"": 0.8}, {""species"": ""Lindera benzoin"", ""confidence"": 0.6}, {""species"": ""Hamamelis virginiana"", ""confidence"": 0.5}, {""species"": ""Staphylea trifolia"", ""confidence"": 0.4}, {""species"": ""Dirca palustris"", ""confidence"": 0.3}]",False,False,fragrant sumac,Anacardiaceae,inflorescence,whole - unspecified,https://bioimages.vanderbilt.edu/tn/baskauf/trhar4-fl32257.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/grhar4-fl32257.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,2,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement,samples/images/baskauf__32257.jpg,cached,
bioclip_only_correct,3,baskauf/11996,baskauf_11996.jpg,ind-baskauf/11993,whole tree (or vine),Carya cordiformis,Carya cordiformis,0.88550961,"[{""species"": ""Carya cordiformis"", ""confidence"": 0.8855096101760864}, {""species"": ""Fraxinus americana"", ""confidence"": 0.0726870596408844}, {""species"": ""Fraxinus pennsylvanica"", ""confidence"": 0.0343349352478981}, {""species"": ""Carya ovata"", ""confidence"": 0.0028183830436319113}, {""species"": ""Juglans cinerea"", ""confidence"": 0.001709435717202723}]",True,True,Robinia pseudoacacia,0.1862655,"[{""species"": ""Robinia pseudoacacia"", ""confidence"": 0.18626550272099246}, {""species"": ""Ostrya virginiana"", ""confidence"": 0.16141251971777254}, {""species"": ""Fraxinus quadrangulata"", ""confidence"": 0.09314775255473566}, {""species"": ""Tilia americana"", ""confidence"": 0.08608504011428977}, {""species"": ""Ulmus rubra"", ""confidence"": 0.05910674777038611}]",False,False,Ailanthus altissima,0.82,"[{""species"": ""Ailanthus altissima"", ""confidence"": 0.82}, {""species"": ""Fraxinus americana"", ""confidence"": 0.27}, {""species"": ""Fraxinus pennsylvanica"", ""confidence"": 0.21}, {""species"": ""Juglans nigra"", ""confidence"": 0.14}, {""species"": ""Rhus glabra"", ""confidence"": 0.1}]",False,False,Fraxinus americana,0.7,"[{""species"": ""Fraxinus americana"", ""confidence"": 0.7}, {""species"": ""Fraxinus pennsylvanica"", ""confidence"": 0.65}, {""species"": ""Ulmus americana"", ""confidence"": 0.5}, {""species"": ""Ulmus rubra"", ""confidence"": 0.45}, {""species"": ""Acer negundo"", ""confidence"": 0.4}]",False,False,bitternut hickory,Juglandaceae,whole tree (or vine),general,https://bioimages.vanderbilt.edu/tn/baskauf/tcaco15wpsmall11996.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gcaco15wpsmall11996.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,4,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement,samples/images/baskauf__11996.jpg,cached,
bioclip_only_correct,4,baskauf/91056,baskauf_91056.jpg,vanderbilt/6-215,whole tree (or vine),Sassafras albidum,Sassafras albidum,0.54089016,"[{""species"": ""Sassafras albidum"", ""confidence"": 0.5408901572227478}, {""species"": ""Gymnocladus dioicus"", ""confidence"": 0.42124566435813904}, {""species"": ""Celtis occidentalis"", ""confidence"": 0.026929333806037903}, {""species"": ""Fraxinus quadrangulata"", ""confidence"": 0.004129746928811073}, {""species"": ""Carya ovata"", ""confidence"": 0.0013407326769083738}]",True,True,Quercus macrocarpa,0.31510001,"[{""species"": ""Quercus macrocarpa"", ""confidence"": 0.31510000509032454}, {""species"": ""Juglans nigra"", ""confidence"": 0.18064625516521005}, {""species"": ""Fraxinus americana"", ""confidence"": 0.10179001654888242}, {""species"": ""Ginkgo biloba"", ""confidence"": 0.08176141357375054}, {""species"": ""Celtis occidentalis"", ""confidence"": 0.07106240768804824}]",False,False,Ailanthus altissima,0.54,"[{""species"": ""Ailanthus altissima"", ""confidence"": 0.54}, {""species"": ""Gymnocladus dioicus"", ""confidence"": 0.2}, {""species"": ""Juglans nigra"", ""confidence"": 0.14}, {""species"": ""Fraxinus americana"", ""confidence"": 0.08}, {""species"": ""Carya cordiformis"", ""confidence"": 0.05}]",False,False,Quercus alba,0.6,"[{""species"": ""Quercus alba"", ""confidence"": 0.6}, {""species"": ""Quercus rubra"", ""confidence"": 0.5}, {""species"": ""Quercus bicolor"", ""confidence"": 0.4}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.3}, {""species"": ""Quercus muehlenbergii"", ""confidence"": 0.2}]",False,False,sassafras,Lauraceae,whole tree (or vine),general,https://bioimages.vanderbilt.edu/tn/baskauf/t91056.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/g91056.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,5,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement,samples/images/baskauf__91056.jpg,cached,
bioclip_only_correct,5,baskauf/50993,baskauf_50993.jpg,vanderbilt/12-33,inflorescence,Celtis occidentalis,Celtis occidentalis,1.0,"[{""species"": ""Celtis occidentalis"", ""confidence"": 1.0}, {""species"": ""Ilex verticillata"", ""confidence"": 5.211412412720051e-10}, {""species"": ""Carya cordiformis"", ""confidence"": 1.3176514046531196e-10}, {""species"": ""Ulmus americana"", ""confidence"": 1.1628233792526643e-10}, {""species"": ""Acer negundo"", ""confidence"": 9.056077415747765e-11}]",True,True,Acer negundo,0.31299563,"[{""species"": ""Acer negundo"", ""confidence"": 0.3129956313129298}, {""species"": ""Viburnum lantanoides"", ""confidence"": 0.24635389279493108}, {""species"": ""Celtis occidentalis"", ""confidence"": 0.0712654198354634}, {""species"": ""Carya cordiformis"", ""confidence"": 0.05947366285540332}, {""species"": ""Cornus amomum"", ""confidence"": 0.036194647523808986}]",False,True,Ulmus rubra,0.79,"[{""species"": ""Ulmus rubra"", ""confidence"": 0.79}, {""species"": ""Ulmus americana"", ""confidence"": 0.42}, {""species"": ""Celtis occidentalis"", ""confidence"": 0.2}, {""species"": ""Ostrya virginiana"", ""confidence"": 0.15}, {""species"": ""Carpinus caroliniana"", ""confidence"": 0.09}]",False,True,Carpinus caroliniana,0.7,"[{""species"": ""Carpinus caroliniana"", ""confidence"": 0.7}, {""species"": ""Ostrya virginiana"", ""confidence"": 0.6}, {""species"": ""Acer negundo"", ""confidence"": 0.4}, {""species"": ""Betula alleghaniensis"", ""confidence"": 0.3}, {""species"": ""Celtis occidentalis"", ""confidence"": 0.2}]",False,True,common hackberry,Ulmaceae,inflorescence,lateral view of flower,https://bioimages.vanderbilt.edu/tn/baskauf/tceoco2fl50993.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gceoco2fl50993.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,2,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement,samples/images/baskauf__50993.jpg,cached,
bioclip_only_correct,6,baskauf/11687,baskauf_11687.jpg,ind-baskauf/11687,leaf,Ulmus americana,Ulmus americana,0.99591583,"[{""species"": ""Ulmus americana"", ""confidence"": 0.9959158301353455}, {""species"": ""Ulmus rubra"", ""confidence"": 0.004070080351084471}, {""species"": ""Celtis occidentalis"", ""confidence"": 6.119118552305736e-06}, {""species"": ""Carpinus caroliniana"", ""confidence"": 6.119118552305736e-06}, {""species"": ""Fagus grandifolia"", ""confidence"": 1.365359935334709e-06}]",True,True,Betula alleghaniensis,0.23327088,"[{""species"": ""Betula alleghaniensis"", ""confidence"": 0.23327088156488984}, {""species"": ""Carpinus caroliniana"", ""confidence"": 0.13636732994929232}, {""species"": ""Betula lenta"", ""confidence"": 0.11184019586137194}, {""species"": ""Castanea dentata"", ""confidence"": 0.08529685835065938}, {""species"": ""Ulmus americana"", ""confidence"": 0.07708749058279371}]",False,True,Ostrya virginiana,0.57,"[{""species"": ""Ostrya virginiana"", ""confidence"": 0.57}, {""species"": ""Carpinus caroliniana"", ""confidence"": 0.23}, {""species"": ""Ulmus americana"", ""confidence"": 0.11}, {""species"": ""Ulmus rubra"", ""confidence"": 0.06}, {""species"": ""Betula lenta"", ""confidence"": 0.04}]",False,True,Ulmus rubra,0.8,"[{""species"": ""Ulmus rubra"", ""confidence"": 0.8}, {""species"": ""Ulmus americana"", ""confidence"": 0.7}, {""species"": ""Celtis occidentalis"", ""confidence"": 0.5}, {""species"": ""Carpinus caroliniana"", ""confidence"": 0.4}, {""species"": ""Ostrya virginiana"", ""confidence"": 0.3}]",False,True,American elm,Ulmaceae,leaf,showing orientation on twig,https://bioimages.vanderbilt.edu/tn/baskauf/tulam--lfseveral11687.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gulam--lfseveral11687.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,4,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement,samples/images/baskauf__11687.jpg,cached,
bioclip_only_correct,7,baskauf/11813,baskauf_11813.jpg,ind-baskauf/11812,bark,Juglans cinerea,Juglans cinerea,0.99224782,"[{""species"": ""Juglans cinerea"", ""confidence"": 0.9922478199005127}, {""species"": ""Ailanthus altissima"", ""confidence"": 0.004055090248584747}, {""species"": ""Carya cordiformis"", ""confidence"": 0.002459536539390683}, {""species"": ""Juglans nigra"", ""confidence"": 0.0011618026765063405}, {""species"": ""Ostrya virginiana"", ""confidence"": 3.096099680988118e-05}]",True,True,Robinia pseudoacacia,0.52385797,"[{""species"": ""Robinia pseudoacacia"", ""confidence"": 0.5238579740655966}, {""species"": ""Carya ovata"", ""confidence"": 0.09955064834966189}, {""species"": ""Juglans cinerea"", ""confidence"": 0.0893557969247912}, {""species"": ""Carya cordiformis"", ""confidence"": 0.07351559640159024}, {""species"": ""Toxicodendron radicans"", ""confidence"": 0.030453276228725665}]",False,True,Fraxinus americana,0.34,"[{""species"": ""Fraxinus americana"", ""confidence"": 0.34}, {""species"": ""Fraxinus pennsylvanica"", ""confidence"": 0.23}, {""species"": ""Carya cordiformis"", ""confidence"": 0.17}, {""species"": ""Juglans cinerea"", ""confidence"": 0.11}, {""species"": ""Acer negundo"", ""confidence"": 0.08}]",False,True,Ulmus rubra,0.6,"[{""species"": ""Ulmus rubra"", ""confidence"": 0.6}, {""species"": ""Ulmus americana"", ""confidence"": 0.55}, {""species"": ""Fraxinus americana"", ""confidence"": 0.4}, {""species"": ""Fraxinus pennsylvanica"", ""confidence"": 0.35}, {""species"": ""Celtis occidentalis"", ""confidence"": 0.3}]",False,False,butternut,Juglandaceae,bark,of a medium tree or large branch,https://bioimages.vanderbilt.edu/tn/baskauf/tjuci--brmedium11813.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gjuci--brmedium11813.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,3,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement,samples/images/baskauf__11813.jpg,cached,
bioclip_only_correct,8,baskauf/10938,baskauf_10938.jpg,ind-baskauf/10938,leaf,Rhus copallinum,Rhus copallinum,0.97061926,"[{""species"": ""Rhus copallinum"", ""confidence"": 0.970619261264801}, {""species"": ""Rhus glabra"", ""confidence"": 0.029310163110494614}, {""species"": ""Rhus aromatica"", ""confidence"": 3.4318672987865284e-05}, {""species"": ""Toxicodendron radicans"", ""confidence"": 1.4306149751064368e-05}, {""species"": ""Zanthoxylum americanum"", ""confidence"": 8.677118785271887e-06}]",True,True,Juglans nigra,0.41119166,"[{""species"": ""Juglans nigra"", ""confidence"": 0.4111916623178077}, {""species"": ""Rhus copallinum"", ""confidence"": 0.24413140542974915}, {""species"": ""Fraxinus americana"", ""confidence"": 0.11071957534293428}, {""species"": ""Fraxinus quadrangulata"", ""confidence"": 0.03554348439534929}, {""species"": ""Sambucus racemosa"", ""confidence"": 0.020995174701926182}]",False,True,Cornus amomum,0.68,"[{""species"": ""Cornus amomum"", ""confidence"": 0.68}, {""species"": ""Cornus sericea"", ""confidence"": 0.55}, {""species"": ""Cornus racemosa"", ""confidence"": 0.39}, {""species"": ""Cornus florida"", ""confidence"": 0.14}, {""species"": ""Salix nigra"", ""confidence"": 0.07}]",False,False,Juglans nigra,0.7,"[{""species"": ""Juglans nigra"", ""confidence"": 0.7}, {""species"": ""Juglans cinerea"", ""confidence"": 0.6}, {""species"": ""Gymnocladus dioicus"", ""confidence"": 0.5}, {""species"": ""Gleditsia triacanthos"", ""confidence"": 0.4}, {""species"": ""Ailanthus altissima"", ""confidence"": 0.3}]",False,False,winged sumac,Anacardiaceae,leaf,showing orientation on twig,https://bioimages.vanderbilt.edu/tn/baskauf/trhcol2lfseveral10938.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/grhcol2lfseveral10938.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,3,1,1000,3,False,False,False,bioclip_only_correct|embedding_disagreement,samples/images/baskauf__10938.jpg,cached,
bioclip_only_correct,9,baskauf/13654,baskauf_13654.jpg,ind-baskauf/13650,whole tree (or vine),Carya ovata,Carya ovata,0.99987662,"[{""species"": ""Carya ovata"", ""confidence"": 0.9998766183853149}, {""species"": ""Carya cordiformis"", ""confidence"": 0.00012339458044152707}, {""species"": ""Ostrya virginiana"", ""confidence"": 3.850266772076338e-09}, {""species"": ""Quercus alba"", ""confidence"": 2.3353048383967234e-09}, {""species"": ""Quercus macrocarpa"", ""confidence"": 2.0608992290505057e-09}]",True,True,Quercus alba,0.39361739,"[{""species"": ""Quercus alba"", ""confidence"": 0.39361739189626416}, {""species"": ""Sassafras albidum"", ""confidence"": 0.16714661028898178}, {""species"": ""Robinia pseudoacacia"", ""confidence"": 0.07989288658392345}, {""species"": ""Acer saccharum"", ""confidence"": 0.07723917950108275}, {""species"": ""Juglans cinerea"", ""confidence"": 0.06911719691561433}]",False,False,Acer saccharinum,0.82,"[{""species"": ""Acer saccharinum"", ""confidence"": 0.82}, {""species"": ""Acer rubrum"", ""confidence"": 0.33}, {""species"": ""Acer saccharum"", ""confidence"": 0.2}, {""species"": ""Acer platanoides"", ""confidence"": 0.11}, {""species"": ""Acer nigrum"", ""confidence"": 0.08}]",False,False,Aesculus hippocastanum,0.7,"[{""species"": ""Aesculus hippocastanum"", ""confidence"": 0.7}, {""species"": ""Aesculus glabra"", ""confidence"": 0.65}, {""species"": ""Acer saccharum"", ""confidence"": 0.5}, {""species"": ""Acer platanoides"", ""confidence"": 0.45}, {""species"": ""Acer rubrum"", ""confidence"": 0.4}]",False,False,shagbark hickory,Juglandaceae,whole tree (or vine),view up trunk,https://bioimages.vanderbilt.edu/tn/baskauf/tcaov2-wplookup-large13654.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gcaov2-wplookup-large13654.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,2,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement,samples/images/baskauf__13654.jpg,cached,
bioclip_only_correct,10,baskauf/51815,baskauf_51815.jpg,ind-baskauf/51813,inflorescence,Zanthoxylum americanum,Zanthoxylum americanum,0.99987388,"[{""species"": ""Zanthoxylum americanum"", ""confidence"": 0.9998738765716553}, {""species"": ""Cephalanthus occidentalis"", ""confidence"": 8.480753604089841e-05}, {""species"": ""Ilex verticillata"", ""confidence"": 2.1442703655338846e-05}, {""species"": ""Rhus copallinum"", ""confidence"": 6.961426606721943e-06}, {""species"": ""Quercus palustris"", ""confidence"": 6.961426606721943e-06}]",True,True,Acer negundo,0.1738343,"[{""species"": ""Acer negundo"", ""confidence"": 0.17383429557141192}, {""species"": ""Acer saccharum"", ""confidence"": 0.10887018944448139}, {""species"": ""Sassafras albidum"", ""confidence"": 0.08207636421216782}, {""species"": ""Cercis canadensis"", ""confidence"": 0.08014964167849531}, {""species"": ""Zanthoxylum americanum"", ""confidence"": 0.07139500556089731}]",False,True,Acer saccharum,0.76,"[{""species"": ""Acer saccharum"", ""confidence"": 0.76}, {""species"": ""Acer nigrum"", ""confidence"": 0.62}, {""species"": ""Acer platanoides"", ""confidence"": 0.31}, {""species"": ""Acer rubrum"", ""confidence"": 0.12}, {""species"": ""Viburnum opulus"", ""confidence"": 0.05}]",False,False,Rhus glabra,0.7,"[{""species"": ""Rhus glabra"", ""confidence"": 0.7}, {""species"": ""Rhus aromatica"", ""confidence"": 0.6}, {""species"": ""Rhus copallinum"", ""confidence"": 0.5}, {""species"": ""Toxicodendron radicans"", ""confidence"": 0.4}, {""species"": ""Amelanchier arborea"", ""confidence"": 0.3}]",False,False,common pricklyash,Rutaceae,inflorescence,lateral view of flower,https://bioimages.vanderbilt.edu/tn/baskauf/tzaam--flfemale-side51815.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gzaam--flfemale-side51815.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,4,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement,samples/images/baskauf__51815.jpg,cached,
bioclip_only_correct,11,baskauf/12055,baskauf_12055.jpg,ind-baskauf/12050,whole tree (or vine),Quercus muehlenbergii,Quercus muehlenbergii,0.93977171,"[{""species"": ""Quercus muehlenbergii"", ""confidence"": 0.9397717118263245}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.046788476407527924}, {""species"": ""Quercus bicolor"", ""confidence"": 0.01340512279421091}, {""species"": ""Quercus alba"", ""confidence"": 3.322797783766873e-05}, {""species"": ""Quercus rubra"", ""confidence"": 1.003397983367904e-06}]",True,True,Tilia americana,0.25967358,"[{""species"": ""Tilia americana"", ""confidence"": 0.2596735836358618}, {""species"": ""Juglans cinerea"", ""confidence"": 0.17306100503092525}, {""species"": ""Quercus bicolor"", ""confidence"": 0.1234700987422498}, {""species"": ""Carpinus caroliniana"", ""confidence"": 0.06822687497310428}, {""species"": ""Carya ovata"", ""confidence"": 0.04570119829890729}]",False,False,Ostrya virginiana,0.84,"[{""species"": ""Ostrya virginiana"", ""confidence"": 0.84}, {""species"": ""Carpinus caroliniana"", ""confidence"": 0.47}, {""species"": ""Ulmus rubra"", ""confidence"": 0.23}, {""species"": ""Betula alleghaniensis"", ""confidence"": 0.18}, {""species"": ""Castanea dentata"", ""confidence"": 0.11}]",False,False,Quercus alba,0.8,"[{""species"": ""Quercus alba"", ""confidence"": 0.8}, {""species"": ""Quercus bicolor"", ""confidence"": 0.7}, {""species"": ""Quercus macrocarpa"", ""confidence"": 0.6}, {""species"": ""Quercus rubra"", ""confidence"": 0.5}, {""species"": ""Quercus muehlenbergii"", ""confidence"": 0.4}]",False,True,chinkapin oak,Fagaceae,whole tree (or vine),view up trunk,https://bioimages.vanderbilt.edu/tn/baskauf/tqumu--wpmed-in-forest12055.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gqumu--wpmed-in-forest12055.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,2,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement,samples/images/baskauf__12055.jpg,cached,
bioclip_only_correct,12,baskauf/26325,baskauf_26325.jpg,ind-baskauf/26298,fruit,Viburnum lantanoides,Viburnum lantanoides,0.99999917,"[{""species"": ""Viburnum lantanoides"", ""confidence"": 0.9999991655349731}, {""species"": ""Sambucus racemosa"", ""confidence"": 8.315280410897685e-07}, {""species"": ""Sorbus americana"", ""confidence"": 4.13993426207071e-08}, {""species"": ""Sambucus nigra"", ""confidence"": 1.7257814732829502e-08}, {""species"": ""Cornus amomum"", ""confidence"": 1.3440398127784192e-08}]",True,True,Tilia americana,0.42868081,"[{""species"": ""Tilia americana"", ""confidence"": 0.4286808147295006}, {""species"": ""Sassafras albidum"", ""confidence"": 0.19517860500534823}, {""species"": ""Viburnum lantanoides"", ""confidence"": 0.07758271927397087}, {""species"": ""Cornus florida"", ""confidence"": 0.04582663613930531}, {""species"": ""Acer negundo"", ""confidence"": 0.02753746529912901}]",False,True,Staphylea trifolia,0.89,"[{""species"": ""Staphylea trifolia"", ""confidence"": 0.89}, {""species"": ""Cornus amomum"", ""confidence"": 0.2}, {""species"": ""Cornus racemosa"", ""confidence"": 0.12}, {""species"": ""Lindera benzoin"", ""confidence"": 0.08}, {""species"": ""Prunus virginiana"", ""confidence"": 0.05}]",False,False,Cornus racemosa,0.7,"[{""species"": ""Cornus racemosa"", ""confidence"": 0.7}, {""species"": ""Cornus sericea"", ""confidence"": 0.65}, {""species"": ""Cornus amomum"", ""confidence"": 0.6}, {""species"": ""Viburnum opulus"", ""confidence"": 0.5}, {""species"": ""Sambucus nigra"", ""confidence"": 0.45}]",False,False,hobblebush,Caprifoliaceae,fruit,immature,https://bioimages.vanderbilt.edu/tn/baskauf/tvila11frdevel26325.jpg,https://bioimages.vanderbilt.edu/gq/baskauf/gvila11frdevel26325.jpg,Steven J. Baskauf,http://creativecommons.org/licenses/by/4.0/,4,1,1000,4,False,False,False,bioclip_only_correct|embedding_disagreement,samples/images/baskauf__26325.jpg,cached,
